date,Month,Year,date_format,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
19990225,2,1999,25-02-1999,7,0,30,10.3,4.3,-1.3,0,101910,0
19990226,2,1999,26-02-1999,8,0,30,10.6,6.8,3.3,5.3,101150,0
19990227,2,1999,27-02-1999,6,4.2,84,12.6,8.9,7.2,0,100870,0
19990228,2,1999,28-02-1999,6,3.5,78,13.4,8.3,4,1.4,101510,0
19990301,3,1999,01-03-1999,8,0.1,39,15.1,10.2,7.1,0.6,100940,0
19990302,3,1999,02-03-1999,8,0.5,48,11.4,13.1,11.1,7.8,100350,0
19990303,3,1999,03-03-1999,6,4.3,97,7.8,9.4,7.3,4.8,98620,0
19990304,3,1999,04-03-1999,6,0.7,53,5.6,6.4,4.9,0.2,98610,0
19990305,3,1999,05-03-1999,8,0.5,50,6.9,3.6,1.5,0,99480,0
19990306,3,1999,06-03-1999,7,2.2,77,5.4,4.6,2.3,1.4,99960,0
19990307,3,1999,07-03-1999,8,0,38,8.3,4,2.6,3,100100,0
19990308,3,1999,08-03-1999,7,3.2,92,9,6.2,4,0,100130,0
19990309,3,1999,09-03-1999,5,4.8,111,7.2,6.4,3.9,0.2,100490,0
19990310,3,1999,10-03-1999,5,3.4,96,10.3,3.5,-0.2,0,101360,0
19990311,3,1999,11-03-1999,6,0.2,48,14,5,-0.3,0,101320,0
19990312,3,1999,12-03-1999,7,2.1,82,13.8,8.8,3.5,3.8,100760,0
19990313,3,1999,13-03-1999,6,6.1,130,13.6,11.4,9,0,101360,0
19990314,3,1999,14-03-1999,5,9.6,166,14.7,8.2,2.7,0,102520,0
19990315,3,1999,15-03-1999,5,7.7,150,15.7,9.2,3.8,0,102970,0
19990316,3,1999,16-03-1999,5,9.3,167,19.7,9.2,2.8,0,103030,0
19990317,3,1999,17-03-1999,5,9.8,174,13.4,12.9,6.1,0,102840,0
19990318,3,1999,18-03-1999,5,4.3,117,11.4,9.8,6.3,0,102480,0
19990319,3,1999,19-03-1999,6,1.8,85,11.3,8.1,4.8,0,102780,0
19990320,3,1999,20-03-1999,6,3.6,111,11.8,7.1,2.9,1,102640,0
19990321,3,1999,21-03-1999,7,2.6,99,10.8,9.3,6.8,0.6,100750,0
19990322,3,1999,22-03-1999,7,6.4,148,15.1,8.4,5.9,0,101390,0
19990323,3,1999,23-03-1999,6,6.3,148,12,10.8,6.4,0,101190,0
19990324,3,1999,24-03-1999,7,0,49,12.9,10.3,8.6,0,100880,0
19990325,3,1999,25-03-1999,7,0.3,61,11.8,8.5,4.1,1.4,99730,0
19990326,3,1999,26-03-1999,7,2.1,97,13.9,8.6,5.5,0,99970,0
19990327,3,1999,27-03-1999,2,11.1,206,15.4,7.7,1.5,0,100640,0
19990328,3,1999,28-03-1999,3,9.7,194,14.8,8.8,2.2,0,101410,0
19990329,3,1999,29-03-1999,7,0.2,61,12.9,12,9.1,0.6,101290,0
19990330,3,1999,30-03-1999,8,0,53,19.4,11.4,9.9,0.2,101500,0
19990331,3,1999,31-03-1999,5,9.6,198,20.4,14.6,9.9,0,101570,0
19990401,4,1999,01-04-1999,6,10.4,208,17.9,14.5,8.6,0,101080,0
19990402,4,1999,02-04-1999,6,6,159,13.4,13.8,9.6,0,101380,0
19990403,4,1999,03-04-1999,7,0,55,17.4,9.6,5.9,0,101830,0
19990404,4,1999,04-04-1999,7,1.6,97,15.3,13,8.5,0.4,102480,0
19990405,4,1999,05-04-1999,7,0.2,66,17.3,13.2,11.1,0,102390,0
19990406,4,1999,06-04-1999,7,4.2,141,12.6,13.8,10.4,0.4,101800,0
19990407,4,1999,07-04-1999,6,1.1,90,16.5,9.6,6.5,0,101950,0
19990408,4,1999,08-04-1999,5,6.7,177,16,10.4,4.4,0,102510,0
19990409,4,1999,09-04-1999,5,2.8,123,15.9,13,9.9,0,102360,0
19990410,4,1999,10-04-1999,6,1.7,104,14.4,12,8,0,101770,0
19990411,4,1999,11-04-1999,4,10.2,224,12.4,9,3.7,6.8,101720,0
19990412,4,1999,12-04-1999,6,3.1,131,9.3,9.8,7.3,3.4,99570,0
19990413,4,1999,13-04-1999,4,7.5,194,8.5,7.2,5.2,1.6,100300,0
19990414,4,1999,14-04-1999,5,7.5,195,11.5,3.4,-1.6,0,99750,0
19990415,4,1999,15-04-1999,5,9.8,225,11.6,5.9,0.3,1.6,100000,0
19990416,4,1999,16-04-1999,5,6.1,180,12.9,6.3,1,1.2,100330,0
19990417,4,1999,17-04-1999,4,9.3,222,11.5,7.3,1.7,0.4,100940,0
19990418,4,1999,18-04-1999,5,8.6,215,12.6,7.2,2.8,0,101500,0
19990419,4,1999,19-04-1999,5,5.3,172,12.6,6.6,0.6,1.4,101660,0
19990420,4,1999,20-04-1999,8,0,65,15.1,8.8,5.1,8,100010,0
19990421,4,1999,21-04-1999,6,3.9,153,14.1,12,8.9,0.8,99470,0
19990422,4,1999,22-04-1999,6,6.2,188,13.1,11.8,9.4,1.8,100330,0
19990423,4,1999,23-04-1999,8,0,67,16.7,9.7,6.3,3.6,100730,0
19990424,4,1999,24-04-1999,7,4.7,168,16.6,12.7,8.7,0,101290,0
19990425,4,1999,25-04-1999,7,2.3,129,17.8,10.7,4.8,3.4,101350,0
19990426,4,1999,26-04-1999,7,1.9,122,18.4,14,10.1,0.2,101460,0
19990427,4,1999,27-04-1999,5,10.6,252,18.8,14.2,10,0,102370,0
19990428,4,1999,28-04-1999,1,13.6,290,16.8,13,7.3,0,102560,0
19990429,4,1999,29-04-1999,5,9.8,245,20.8,12,7.3,0,101940,0
19990430,4,1999,30-04-1999,2,12.7,282,19.9,13.2,5.7,0,101670,0
19990501,5,1999,01-05-1999,4,8.3,228,20.3,13.6,7.4,0,101810,0
19990502,5,1999,02-05-1999,5,6.1,198,22.4,15.7,11.1,0,102070,0
19990503,5,1999,03-05-1999,3,10,253,18.1,15.8,9.2,0,102030,0
19990504,5,1999,04-05-1999,7,4.5,175,18.1,14.4,10.7,0,101560,0
19990505,5,1999,05-05-1999,7,3.7,162,17.6,14.1,10.1,1.2,101040,0
19990506,5,1999,06-05-1999,5,5.2,188,16.7,13.2,8.8,0.2,101270,0
19990507,5,1999,07-05-1999,6,0.6,98,16.5,12.6,8.5,4.4,100850,0
19990508,5,1999,08-05-1999,6,2.9,150,20.5,12.6,8.6,0.8,100990,0
19990509,5,1999,09-05-1999,7,6.1,204,18.4,16.6,12.7,0,101230,0
19990510,5,1999,10-05-1999,5,10.6,268,19,15.4,12.4,1,100900,0
19990511,5,1999,11-05-1999,4,10.1,262,17.8,15.2,11.3,0,100910,0
19990512,5,1999,12-05-1999,7,4.4,179,19.1,14.1,10.4,3.4,100930,0
19990513,5,1999,13-05-1999,7,4.4,180,17.2,14.7,10.3,2.4,100950,0
19990514,5,1999,14-05-1999,6,6.9,220,15,14,10.7,2.4,101050,0
19990515,5,1999,15-05-1999,6,1.6,128,16.5,12.2,9.3,0,101870,0
19990516,5,1999,16-05-1999,5,7.9,236,15.8,11.6,6.6,0,102230,0
19990517,5,1999,17-05-1999,5,6.6,218,16.5,11.8,7.7,0.4,101890,0
19990518,5,1999,18-05-1999,8,0,78,22.8,13.7,10.9,0.2,101330,0
19990519,5,1999,19-05-1999,5,8.2,243,22,16.4,10,0.8,101080,0
19990520,5,1999,20-05-1999,6,6.8,223,18.6,16.6,11.3,0.2,101180,0
19990521,5,1999,21-05-1999,6,5.2,198,17.6,14,9.5,0,101400,0
19990522,5,1999,22-05-1999,5,12.9,308,19.7,12.8,7.9,0,101780,0
19990523,5,1999,23-05-1999,7,1.3,124,18.9,15,10.3,0,101960,0
19990524,5,1999,24-05-1999,7,0.3,96,18.4,15.4,11.9,0,101870,0
19990525,5,1999,25-05-1999,5,14.2,326,21.7,12.8,7.3,0,102020,0
19990526,5,1999,26-05-1999,6,6.9,228,26.4,15,8.3,0,101830,0
19990527,5,1999,27-05-1999,5,10.8,284,22.5,18.8,11.2,0.2,101460,0
19990528,5,1999,28-05-1999,5,8.4,251,25,19,15.6,0,101720,0
19990529,5,1999,29-05-1999,5,8.9,259,15.4,18.6,12.1,10,101620,0
19990530,5,1999,30-05-1999,8,0,82,17.7,14.4,13.5,8.2,101780,0
19990531,5,1999,31-05-1999,7,1.1,122,22.7,13.8,9.9,0,102310,0
19990601,6,1999,01-06-1999,3,13.2,317,20.7,16.5,10.3,43.8,101940,0
19990602,6,1999,02-06-1999,7,1.9,142,17.7,16.8,13,3.8,100530,0
19990603,6,1999,03-06-1999,6,3.4,174,17.9,15,12.2,4,100550,0
19990604,6,1999,04-06-1999,7,3.8,181,18,14.6,11.2,1,100430,0
19990605,6,1999,05-06-1999,6,8.7,259,19.7,13.4,8.7,4,100060,0
19990606,6,1999,06-06-1999,6,7.8,247,17.6,14.6,9.6,1.8,100320,0
19990607,6,1999,07-06-1999,6,4.7,198,18.3,13.7,9.8,6,100990,0
19990608,6,1999,08-06-1999,4,11.6,299,19.1,12,5.7,0,101950,0
19990609,6,1999,09-06-1999,3,14.2,332,18,12.9,6.7,0,102470,0
19990610,6,1999,10-06-1999,6,4.2,190,17.3,13.4,8.7,0,102660,0
19990611,6,1999,11-06-1999,7,1.5,135,16.5,14.8,12.3,1.4,102570,0
19990612,6,1999,12-06-1999,8,0.1,89,20.9,14.4,12.3,0.2,102180,0
19990613,6,1999,13-06-1999,6,10.8,290,23,15.2,9.6,0,102310,0
19990614,6,1999,14-06-1999,5,7.7,247,24.9,17.1,11.2,0.2,102520,0
19990615,6,1999,15-06-1999,4,13.7,327,25.5,18.6,12.4,0,102610,0
19990616,6,1999,16-06-1999,4,14.4,336,21.4,19.2,13,0,102340,0
19990617,6,1999,17-06-1999,6,9,266,23.2,17,12.6,0,102320,0
19990618,6,1999,18-06-1999,3,15.3,347,21,17,10.9,0,102540,0
19990619,6,1999,19-06-1999,5,6.2,224,18.9,16.3,11.6,1,102110,0
19990620,6,1999,20-06-1999,6,9.2,269,17,16.7,14.5,0.8,101320,0
19990621,6,1999,21-06-1999,4,9.6,274,18.4,13.2,9.4,0,101940,0
19990622,6,1999,22-06-1999,5,7.8,249,21.7,13,7.5,0,102290,0
19990623,6,1999,23-06-1999,6,5.9,219,23,16.9,12.1,0,102270,0
19990624,6,1999,24-06-1999,4,7.4,243,22.3,17.2,11.4,0,102520,0
19990625,6,1999,25-06-1999,1,15.5,349,26.7,17,11.8,0,102130,0
19990626,6,1999,26-06-1999,5,11,293,18.9,19.3,11.9,0.2,100800,0
19990627,6,1999,27-06-1999,6,4,187,19.5,17.2,15.5,0.6,100060,0
19990628,6,1999,28-06-1999,5,8.5,258,17.5,15,10.6,15,100770,0
19990629,6,1999,29-06-1999,8,0,81,20.5,15.4,13.4,14.2,100980,0
19990630,6,1999,30-06-1999,6,8,251,21.5,15.9,11.3,0.2,101790,0
19990701,7,1999,01-07-1999,7,2.2,151,26,17.4,13.3,0.2,101580,0
19990702,7,1999,02-07-1999,5,10.8,289,23.9,20,14,5.4,101370,0
19990703,7,1999,03-07-1999,7,5,203,21,21,18.2,0,100750,0
19990704,7,1999,04-07-1999,7,1.6,136,23.2,17.6,14.3,0.2,100930,0
19990705,7,1999,05-07-1999,6,7.9,248,25.5,18.7,14.2,0.2,100960,0
19990706,7,1999,06-07-1999,5,8.7,259,24.7,19.6,13.8,0,101540,0
19990707,7,1999,07-07-1999,7,7.5,241,27.6,20.2,15.7,0,102380,0
19990708,7,1999,08-07-1999,5,11.8,300,25.2,21.8,16.1,0,102950,0
19990709,7,1999,09-07-1999,5,5.5,210,26.6,21.6,18,0,102830,0
19990710,7,1999,10-07-1999,3,14,326,27.2,19.9,13.2,0,102400,0
19990711,7,1999,11-07-1999,2,14.4,330,24.4,20.9,14.6,0,102160,0
19990712,7,1999,12-07-1999,3,12.3,304,26.1,19.5,14.6,0,101740,0
19990713,7,1999,13-07-1999,4,8.5,253,19.9,19.2,12.4,0,100960,0
19990714,7,1999,14-07-1999,5,6.9,229,21.6,16.4,13,0,100990,0
19990715,7,1999,15-07-1999,4,7.6,239,22.1,16.3,11,0,101380,0
19990716,7,1999,16-07-1999,6,3.7,176,25.9,17,11.9,0,101840,0
19990717,7,1999,17-07-1999,6,8.6,252,28,21,16.1,0,101760,0
19990718,7,1999,18-07-1999,3,14.9,331,26,20.8,13.5,0,101450,0
19990719,7,1999,19-07-1999,6,7.4,234,24.7,21.4,16.7,2.6,101030,0
19990720,7,1999,20-07-1999,6,7.6,236,20.8,20.6,16.4,0,100760,0
19990721,7,1999,21-07-1999,6,5.9,210,16.8,17.2,13.6,0,101350,0
19990722,7,1999,22-07-1999,6,0.5,100,25.5,14,11.2,0,102020,0
19990723,7,1999,23-07-1999,2,13.4,310,29.8,17.4,9.2,0,102530,0
19990724,7,1999,24-07-1999,1,14.1,317,27.8,22.2,14.5,0,102290,0
19990725,7,1999,25-07-1999,4,7.4,230,23,22.2,16.7,0,102050,0
19990726,7,1999,26-07-1999,4,8.7,247,21.7,18.8,14.6,0,102400,0
19990727,7,1999,27-07-1999,4,14.6,320,25.3,17.2,12.6,0,102360,0
19990728,7,1999,28-07-1999,7,9.6,258,28.6,19.8,14.4,0,102210,0
19990729,7,1999,29-07-1999,5,10.6,270,29.4,21.2,13.9,0,102030,0
19990730,7,1999,30-07-1999,6,12.5,292,31.3,22,14.6,0,101600,0
19990731,7,1999,31-07-1999,6,11.7,281,32.7,24.2,17.1,0,101380,0
19990801,8,1999,01-08-1999,4,13.1,297,31.9,24.6,16.5,0,101420,0
19990802,8,1999,02-08-1999,6,9.3,249,23.9,25.4,18.8,1,101220,0
19990803,8,1999,03-08-1999,7,2.3,139,27.6,21.2,18.6,1.2,101050,0
19990804,8,1999,04-08-1999,7,6,201,26.2,21.4,15.3,14.4,100980,0
19990805,8,1999,05-08-1999,5,10.5,261,26.9,21.8,17.5,0,100920,0
19990806,8,1999,06-08-1999,6,5.3,189,24.4,21,15.1,6,100900,0
19990807,8,1999,07-08-1999,6,6,199,22.7,20.6,16.7,3,100390,0
19990808,8,1999,08-08-1999,7,2.5,140,21.3,19.8,16.9,27.4,99790,0
19990809,8,1999,09-08-1999,7,3.7,161,17.2,18.6,15.9,38.4,100140,0
19990810,8,1999,10-08-1999,8,0.1,76,20.5,15.8,14.4,0,101210,0
19990811,8,1999,11-08-1999,6,6.7,205,21.7,16.4,12.2,0,102120,0
19990812,8,1999,12-08-1999,7,2,127,22.4,18,14.2,0.4,102040,0
19990813,8,1999,13-08-1999,7,1.4,113,22.4,18.2,13.9,0.6,101300,0
19990814,8,1999,14-08-1999,5,8.8,229,21.4,18.8,15.2,2.8,100240,0
19990815,8,1999,15-08-1999,5,7.3,208,19.1,16.4,11.5,0.2,100690,0
19990816,8,1999,16-08-1999,5,5.3,179,17,14.8,10.4,4.2,100750,0
19990817,8,1999,17-08-1999,7,0.2,77,19.9,13.2,9.5,4.6,100310,0
19990818,8,1999,18-08-1999,5,6.2,190,19.9,16.5,13.1,19,99620,0
19990819,8,1999,19-08-1999,5,9.2,228,21.2,16.2,12.5,0,100920,0
19990820,8,1999,20-08-1999,2,11.5,253,19.1,15.4,9.7,0,102110,0
19990821,8,1999,21-08-1999,1,13.5,274,19.3,14.4,9.7,0,102530,0
19990822,8,1999,22-08-1999,6,5.7,178,21.2,14.8,10.4,0,102290,0
19990823,8,1999,23-08-1999,7,9.2,222,20.4,17.4,13.5,0,101880,0
19990824,8,1999,24-08-1999,8,0,61,25,17.2,14,0,101670,0
19990825,8,1999,25-08-1999,7,2.2,120,24,19.9,14.8,1.6,101090,0
19990826,8,1999,26-08-1999,6,6.9,189,22.3,20.8,17.5,0,101130,0
19990827,8,1999,27-08-1999,5,9.3,217,24.8,17.5,12.7,0,101890,0
19990828,8,1999,28-08-1999,4,11.5,240,24,18.4,12,0,102360,0
19990829,8,1999,29-08-1999,5,8,199,23,18.6,13.3,0,102100,0
19990830,8,1999,30-08-1999,5,10,221,23,18.8,14.7,0,101950,0
19990831,8,1999,31-08-1999,6,6.1,172,24.5,18.4,13.7,0,101960,0
19990901,9,1999,01-09-1999,5,8.3,190,26.3,18.8,13,0,102180,0
19990902,9,1999,02-09-1999,5,12,227,26.7,20.2,14.2,0,102200,0
19990903,9,1999,03-09-1999,2,11.4,220,27,21.4,16,0,101910,0
19990904,9,1999,04-09-1999,2,9.8,202,27.4,20.2,13.5,0,101920,0
19990905,9,1999,05-09-1999,2,9,192,26.7,21.3,15.2,3.6,101420,0
19990906,9,1999,06-09-1999,2,10.3,203,23.9,20.4,14.1,0,101010,0
19990907,9,1999,07-09-1999,6,6.4,160,24.3,19.8,15.7,0,101250,0
19990908,9,1999,08-09-1999,5,3,115,21.6,17.6,10.9,0.8,101640,0
19990909,9,1999,09-09-1999,5,8.3,178,24.8,17.3,13,0,102360,0
19990910,9,1999,10-09-1999,2,9.5,189,28.5,18.2,11.5,0,102480,0
19990911,9,1999,11-09-1999,6,6.5,155,21.7,22.5,16.5,0,101520,0
19990912,9,1999,12-09-1999,7,4.4,129,19.7,19.2,16.7,0,101340,0
19990913,9,1999,13-09-1999,6,5.2,138,13.7,15,10.2,1.2,101290,0
19990914,9,1999,14-09-1999,8,0,49,17.2,12.8,11.9,4.2,101420,0
19990915,9,1999,15-09-1999,7,0,48,18.9,14.8,12.3,1.8,101280,0
19990916,9,1999,16-09-1999,6,2.4,98,20.1,14.6,10.4,6.1,100740,0
19990917,9,1999,17-09-1999,4,8.8,170,19,14.8,9.6,0,100610,0
19990918,9,1999,18-09-1999,6,3.5,111,18.8,15.2,11.3,0.8,100220,0
19990919,9,1999,19-09-1999,7,0,46,16.7,16.8,14.9,14.8,99410,0
19990920,9,1999,20-09-1999,7,0.1,50,20.5,15.6,14.6,8.6,98900,0
19990921,9,1999,21-09-1999,6,7.6,151,21,16.4,12.3,0.6,99540,0
19990922,9,1999,22-09-1999,6,2.4,92,20,17.2,13.4,17.8,100000,0
19990923,9,1999,23-09-1999,5,5.4,126,20,17,13.9,7.6,100330,0
19990924,9,1999,24-09-1999,5,4,109,19.9,17.5,15,5,100840,0
19990925,9,1999,25-09-1999,6,4.9,118,17.9,16.8,13.8,1.6,100590,0
19990926,9,1999,26-09-1999,6,4.8,116,18.8,14.8,11.6,2.6,100300,0
19990927,9,1999,27-09-1999,7,2.8,91,18,15.9,13,0.4,99710,0
19990928,9,1999,28-09-1999,5,5.5,120,18.5,14.6,11.3,0.6,100140,0
19990929,9,1999,29-09-1999,4,4.4,107,18.1,16.2,13.8,8.6,99640,0
19990930,9,1999,30-09-1999,6,4.3,105,17,15.4,12.7,0,99540,0
19991001,10,1999,01-10-1999,6,0.8,59,15.8,13.4,9.9,7.2,100110,0
19991002,10,1999,02-10-1999,4,8.3,140,16.1,12,8.3,0,99460,0
19991003,10,1999,03-10-1999,3,6,118,13.7,11.7,7.3,0.8,100230,0
19991004,10,1999,04-10-1999,3,8.4,137,14.1,10.2,6.6,0,101620,0
19991005,10,1999,05-10-1999,1,10,148,14.7,8.8,3.5,0,102650,0
19991006,10,1999,06-10-1999,2,9.9,145,15.3,9,3.2,0,102950,0
19991007,10,1999,07-10-1999,6,0.1,40,17,10.8,6.2,0.8,102590,0
19991008,10,1999,08-10-1999,7,0.8,53,17.8,13.6,10.2,0,102180,0
19991009,10,1999,09-10-1999,7,1.7,65,19.1,15,12.1,0,102230,0
19991010,10,1999,10-10-1999,7,1.8,66,15.1,16.6,14.2,0,102210,0
19991011,10,1999,11-10-1999,7,8.3,124,15.9,13.4,11.6,0,102690,0
19991012,10,1999,12-10-1999,2,9,128,16.2,9.8,3.6,0,103060,0
19991013,10,1999,13-10-1999,1,9.6,131,16.5,10.2,4.3,0,103020,0
19991014,10,1999,14-10-1999,2,9.4,127,15.9,10.3,4.1,0,102760,0
19991015,10,1999,15-10-1999,6,5.3,95,16.8,13,10,0,102250,0
19991016,10,1999,16-10-1999,2,7.7,112,14.8,12.3,7.8,0,102140,0
19991017,10,1999,17-10-1999,4,9.4,122,13.5,11.2,7.5,0,101950,0
19991018,10,1999,18-10-1999,4,9.1,119,12.6,10.2,6.9,0,101860,0
19991019,10,1999,19-10-1999,4,8.8,115,10.7,9.5,6.4,0,101310,0
19991020,10,1999,20-10-1999,7,0,28,14.5,8.8,6.8,6.4,100580,0
19991021,10,1999,21-10-1999,8,0,28,16.6,11.5,8.5,5.2,99620,0
19991022,10,1999,22-10-1999,7,0.3,35,16,12.6,8.6,5,99330,0
19991023,10,1999,23-10-1999,6,0.6,40,12.8,13.1,10.2,17.8,99010,0
19991024,10,1999,24-10-1999,7,0.2,32,15.7,11.4,10,4.6,98120,0
19991025,10,1999,25-10-1999,5,5.5,83,16.4,12.1,8.5,0.2,99370,0
19991026,10,1999,26-10-1999,5,4.8,77,16.1,11.1,5.8,0,101410,0
19991027,10,1999,27-10-1999,3,7.6,95,16.9,11.2,6.2,0,102350,0
19991028,10,1999,28-10-1999,6,7,90,15.8,13.1,9.3,0.2,102350,0
19991029,10,1999,29-10-1999,7,0.7,37,17.6,11.6,7.5,0.2,102250,0
19991030,10,1999,30-10-1999,6,1.4,44,16.2,13.2,8.7,0.4,100540,0
19991031,10,1999,31-10-1999,3,8,92,17.3,13.2,10.2,0.4,101530,0
19991101,11,1999,01-11-1999,7,0,23,13.8,14.8,12.2,1,100770,0
19991102,11,1999,02-11-1999,4,7,83,14.6,11.8,9.9,0,101890,0
19991103,11,1999,03-11-1999,5,2.7,53,14.2,10,5.4,0,102920,0
19991104,11,1999,04-11-1999,7,2.7,52,13.3,11.4,8.7,0,102210,0
19991105,11,1999,05-11-1999,6,0.1,24,11.6,10.8,8.3,6.6,100000,0
19991106,11,1999,06-11-1999,4,6.8,78,11.3,9.2,6.9,0,101070,0
19991107,11,1999,07-11-1999,5,3.4,55,12.9,6.8,2.2,0,102690,0
19991108,11,1999,08-11-1999,7,0,20,12.8,9.1,5.3,0.2,103170,0
19991109,11,1999,09-11-1999,6,4,58,11.6,10.9,9,0,103820,0
19991110,11,1999,10-11-1999,6,1.1,35,11,9.5,7.4,0,103890,0
19991111,11,1999,11-11-1999,6,0.1,22,9.4,9,6.9,0.4,103640,0
19991112,11,1999,12-11-1999,5,3.6,53,11.1,7.8,6.1,0,103100,0
19991113,11,1999,13-11-1999,5,5.2,61,10.9,7.6,4,0,102630,0
19991114,11,1999,14-11-1999,8,0.3,24,10.2,8.5,6.1,0,102240,0
19991115,11,1999,15-11-1999,6,3,46,9.5,7.8,5.5,1.6,102300,0
19991116,11,1999,16-11-1999,4,5.4,60,6.8,7.2,5,2.2,101650,0
19991117,11,1999,17-11-1999,4,7.9,72,6.3,4.6,2.3,2.6,101710,0
19991118,11,1999,18-11-1999,4,6.5,64,7.4,3.7,1.1,0.4,101210,0
19991119,11,1999,19-11-1999,3,4.1,51,6.8,5.2,2.9,0.4,101890,0
19991120,11,1999,20-11-1999,5,1.7,35,8,5.2,3.6,0,102260,0
19991121,11,1999,21-11-1999,7,0.8,27,8.4,5.5,3,0.8,101970,0
19991122,11,1999,22-11-1999,7,0,16,12.1,5.6,2.9,0.2,101600,0
19991123,11,1999,23-11-1999,6,0.1,18,13.5,7.4,2.7,0,102120,0
19991124,11,1999,24-11-1999,7,0.2,20,13.4,9.8,6.1,0.6,102300,0
19991125,11,1999,25-11-1999,7,5.4,54,11,12.3,11.2,0,102510,0
19991126,11,1999,26-11-1999,7,0.1,18,13,10.4,9.7,4.4,101850,0
19991127,11,1999,27-11-1999,6,4.7,49,13.5,9.2,5.3,0,101980,0
19991128,11,1999,28-11-1999,7,2,33,9.6,10,6.4,3.4,101450,0
19991129,11,1999,29-11-1999,7,0,15,12.5,9.2,8.7,6.2,102060,0
19991130,11,1999,30-11-1999,5,0.1,17,12.7,6.6,0.7,0.2,102440,0
19991201,12,1999,01-12-1999,7,2.2,32,11.5,8.8,4.9,0.2,102040,0
19991202,12,1999,02-12-1999,5,4.8,45,13.2,7.5,3.5,0,102320,0
19991203,12,1999,03-12-1999,6,0.9,23,7.4,9.3,5.4,1.6,100920,0
19991204,12,1999,04-12-1999,3,6.6,52,10.3,5.2,3.1,0.2,101190,0
19991205,12,1999,05-12-1999,5,5.3,46,12.2,5.2,0.1,0,102430,0
19991206,12,1999,06-12-1999,8,0,13,11.4,6.8,1.3,0.2,101630,0
19991207,12,1999,07-12-1999,5,2.5,32,11.4,10.2,9.1,1.4,100960,0
19991208,12,1999,08-12-1999,5,0,13,9.1,8.3,5.2,3.6,100310,0
19991209,12,1999,09-12-1999,2,6.7,50,11.9,7.5,5.9,0,99280,0
19991210,12,1999,10-12-1999,5,3,34,12.9,7.6,3.3,2.8,99980,0
19991211,12,1999,11-12-1999,7,0,12,8,8.8,4.7,2.1,98920,0
19991212,12,1999,12-12-1999,7,0.1,14,8.3,7.5,7,5.8,99040,0
19991213,12,1999,13-12-1999,4,0.9,21,4.3,5.4,2.6,2.8,100100,0
19991214,12,1999,14-12-1999,4,4.4,40,4,2,-0.4,0.2,99960,0
19991215,12,1999,15-12-1999,4,5.3,43,9.8,2.2,0.3,0,101610,0
19991216,12,1999,16-12-1999,6,5.2,43,11.3,4.4,-1,0.2,102480,0
19991217,12,1999,17-12-1999,7,0,12,4.3,7.1,2.9,1.8,101130,0
19991218,12,1999,18-12-1999,7,0,12,1.8,3.4,2.4,3.9,101480,0
19991219,12,1999,19-12-1999,1,7.4,51,4.1,0.2,-1.3,0,102140,0
19991220,12,1999,20-12-1999,5,4.1,38,6.3,-0.7,-5.5,1.6,102810,0
19991221,12,1999,21-12-1999,8,0,12,12,1.2,-4,0.2,102330,0
19991222,12,1999,22-12-1999,8,0,12,11.2,7.1,2.2,7.4,101460,0
19991223,12,1999,23-12-1999,5,5.4,44,12.9,8,4.9,10.6,101400,0
19991224,12,1999,24-12-1999,8,0,12,6.8,9.7,6.5,11.2,99480,0
19991225,12,1999,25-12-1999,6,1.5,25,8.2,5.6,4.3,6.4,98820,0
19991226,12,1999,26-12-1999,6,3.7,36,5.2,5.4,2.6,2.8,98530,0
19991227,12,1999,27-12-1999,5,0.4,17,4.4,3.2,1.3,0,99090,0
19991228,12,1999,28-12-1999,6,0,12,6.1,3.4,2.4,0,100190,0
19991229,12,1999,29-12-1999,2,4.9,42,7.8,2,-2.2,1.4,101660,0
19991230,12,1999,30-12-1999,7,0,12,8.8,3.4,-0.9,7.8,101790,0
19991231,12,1999,31-12-1999,8,0,13,9.1,6,3.2,1,101930,0
20000101,1,2000,01-01-2000,7,0.4,18,10.8,7,4.9,0,102450,0
20000102,1,2000,02-01-2000,7,0.7,20,11.5,7.9,5,0.2,102530,0
20000103,1,2000,03-01-2000,8,0,13,9.5,9.4,7.2,6,101860,0
20000104,1,2000,04-01-2000,5,2.9,34,11,7,4.4,0.2,101480,0
20000105,1,2000,05-01-2000,5,1.3,25,10.8,6.4,1.9,0.8,101420,0
20000106,1,2000,06-01-2000,6,0.6,20,11,8.9,7,0,101270,0
20000107,1,2000,07-01-2000,6,2.2,31,9.2,7.2,3.4,2,101720,0
20000108,1,2000,08-01-2000,4,6.4,52,7.2,7.4,5.7,0,101650,0
20000109,1,2000,09-01-2000,0,7.1,55,7.8,3.2,-0.7,0.2,102760,0
20000110,1,2000,10-01-2000,5,3.7,40,10.2,2.2,-3.3,0,103470,0
20000111,1,2000,11-01-2000,7,0.1,16,8.2,5.4,0.6,0,103240,0
20000112,1,2000,12-01-2000,7,0,14,5,8,7.8,2.8,102340,0
20000113,1,2000,13-01-2000,7,0,14,6.3,3.8,2.7,0.2,101540,0
20000114,1,2000,14-01-2000,6,4.2,45,6.7,2.9,-0.5,0.3,102330,0
20000115,1,2000,15-01-2000,6,0.9,25,7.2,4.6,2.6,0,103640,0
