daily_demand,Cluster,Silhouette,mean_temp,pressure,sunshine,precipitation,global_radiation,max_temp,min_temp
continuous,C1 C2 C3,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,
37625.1,C3,0.594721,5.2,100750,0.2,0.4,16,8.1,-0.4
34660,C3,0.633193,4.9,102350,6.4,0.0,49,9.2,2.5
32854.7,C3,0.635312,6.1,101930,0.7,0.0,20,5.9,2.9
41053.7,C3,0.578338,1.5,100560,0.4,0.4,17,11.0,-3.8
33838.6,C1,0.51736,9.2,99130,3.3,0.0,34,10.9,6.7
33105.8,C3,0.540601,7.2,99960,4.5,0.8,40,9.3,3.5
37241.5,C3,0.562721,7.1,100170,6.0,0.0,46,8.1,4.8
37964.5,C3,0.629044,5.9,101460,0.3,0.0,16,8.7,3.6
37345.8,C1,0.546944,7.6,100220,0.0,3.6,12,10.0,5.0
35629.8,C1,0.585532,8.1,100960,3.4,9.6,35,13.8,6.2
32423,C1,0.600157,10.0,100510,0.0,8.4,12,12.4,6.2
30030,C1,0.603026,10.3,100360,0.4,5.4,17,12.5,8.2
31835.6,C1,0.603192,10.0,99900,0.0,8.8,12,9.4,7.5
28228.8,C1,0.575599,8.2,99560,0.3,3.2,16,10.6,7.0
27785,C1,0.477174,6.9,100410,0.2,2.4,15,8.5,3.2
31593.1,C1,0.568765,7.2,100560,0.5,4.8,18,12.6,5.9
31597.5,C3,0.617213,9.0,101660,0.0,0.8,12,11.7,5.3
29985.6,C1,0.514178,10.1,100390,0.0,1.6,12,11.4,8.5
29296.8,C3,0.606251,8.2,100990,1.1,0.2,23,11.2,4.9
30503.2,C1,0.573564,8.6,100310,0.0,5.0,13,8.0,6.0
28669.9,C3,0.60119,5.7,100790,5.6,0.0,46,11.0,3.3
34910.6,C3,0.639606,6.5,102320,0.0,0.2,13,11.4,2.0
34979.2,C3,0.632189,8.6,103280,0.0,0.0,13,10.3,5.7
31313.2,C3,0.61955,9.4,103530,0.0,0.2,13,9.0,7.9
30984.1,C3,0.634355,7.3,103230,0.0,0.0,13,10.0,5.5
35710,C3,0.633911,8.6,102680,0.0,0.0,13,11.5,7.1
36151.8,C3,0.567894,9.5,102420,0.7,3.4,21,9.2,7.4
36576.6,C3,0.616853,8.6,102130,3.3,0.0,38,3.5,8.0
38161.7,C3,0.615017,1.4,101600,0.0,0.2,14,7.4,-0.7
37644.9,C3,0.584006,4.1,101770,2.3,3.2,33,4.8,0.7
34205.4,C3,0.605868,2.6,101290,0.0,0.2,14,3.6,0.4
34337.9,C3,0.618595,1.7,101910,1.1,0.0,26,3.4,-0.3
40546.2,C3,0.613958,1.7,101660,0.0,0.0,17,3.6,1.1
34623.2,C1,0.563781,5.9,100640,4.1,9.2,52,10.0,1.0
32145.7,C3,0.537948,6.8,99780,4.8,0.2,56,11.9,3.6
37673,C1,0.490664,7.2,100540,0.8,2.8,29,13.8,2.4
36697.5,C1,0.585455,8.7,100320,0.0,6.2,18,11.7,3.6
35749.5,C3,0.536499,10.2,100700,5.2,1.2,61,10.2,8.6
35860.6,C1,0.543152,8.4,101250,3.7,5.8,53,7.6,6.6
36139.7,C3,0.560489,6.2,100250,1.4,0.6,36,5.7,4.7
33156.6,C3,0.627197,4.1,101600,5.8,0.0,68,10.4,2.4
32906.7,C3,0.62684,4.6,101890,0.0,0.0,20,11.0,-1.3
35642.9,C3,0.559462,7.5,101240,4.3,3.0,60,6.3,4.0
37306.4,C3,0.554851,4.0,100020,4.9,1.0,65,6.0,1.7
37570.1,C3,0.600129,4.4,100720,1.1,0.0,37,5.7,2.8
38506.2,C3,0.624851,2.7,101820,4.4,0.2,64,6.1,-0.3
37679,C3,0.624317,3.0,101960,4.6,0.2,66,4.9,-0.1
34479.6,C3,0.597503,3.0,101890,0.0,2.4,22,5.3,1.0
39581.7,C3,0.618805,1.6,101530,0.0,0.2,24,8.9,0.9
39622.4,C3,0.615569,4.7,102110,0.0,1.8,24,12.1,0.5
37867.1,C3,0.620548,6.4,101140,4.2,0.0,69,10.7,0.6
36767.7,C3,0.643362,6.2,101990,4.1,0.0,69,10.2,1.7
33011.6,C3,0.646286,6.9,102350,0.5,0.2,35,10.4,3.5
31563.1,C3,0.641305,5.7,102160,4.3,0.0,73,9.1,0.9
37769.9,C3,0.618664,3.1,102310,5.1,0.2,83,2.3,0.7
38712.4,C3,0.617743,1.4,102400,0.0,0.0,28,2.5,0.5
38934.4,C3,0.61569,1.4,102070,0.1,0.0,32,2.5,0.2
35463,C3,0.616806,1.3,102110,0.1,0.0,32,2.9,0.1
34457.3,C3,0.622307,1.5,102430,0.0,0.0,29,4.3,0.1
38864.5,C3,0.62592,2.6,102740,0.0,0.4,30,5.0,0.9
39351.1,C3,0.63009,3.7,103240,0.0,0.2,30,6.6,2.4
38452.1,C3,0.634802,4.3,103440,3.3,0.0,75,9.1,2.0
37917.9,C3,0.634496,5.2,102990,0.0,0.2,31,7.1,1.3
37178,C3,0.633028,4.8,102940,0.0,0.2,35,5.7,2.4
33598.8,C3,0.643088,4.2,102790,1.2,0.0,60,8.8,2.6
32827.5,C3,0.627751,3.0,102360,2.4,0.0,76,9.7,-2.8
36499.1,C3,0.564098,5.3,101370,9.3,0.0,145,16.1,0.8
36399,C1,0.58523,9.3,100060,0.1,4.8,42,10.3,4.8
36301.2,C1,0.545556,8.8,99700,0.0,1.8,38,10.4,7.3
35867.5,C1,0.602256,9.4,99760,0.0,6.8,39,7.2,8.4
32694.8,C3,0.558636,6.5,100270,0.0,0.2,39,4.2,5.7
31947.7,C3,0.581199,3.4,100620,0.0,0.0,40,0.9,2.5
38278.8,C3,0.590464,0.2,100760,0.0,0.0,41,5.0,-0.5
39233,C3,0.590415,1.4,100920,6.4,0.0,132,7.6,-2.3
38428,C3,0.603135,3.8,101090,6.0,0.0,129,7.8,-0.1
36709.3,C1,0.553035,5.6,100740,0.3,6.6,54,9.4,1.8
33069.8,C1,0.598668,7.9,99570,1.2,7.6,72,7.5,6.3
32371.9,C1,0.582387,5.3,99030,0.1,6.6,49,8.1,3.1
37337.7,C3,0.545023,5.7,99760,1.5,0.2,80,7.0,2.8
37814.8,C3,0.598896,4.3,100690,0.3,0.0,57,7.1,1.6
37653.9,C1,0.485904,3.6,101580,1.3,6.0,78,5.6,0.0
39261.5,C3,0.610974,1.5,101360,0.0,0.0,50,4.8,0.5
37824.8,C3,0.608381,1.9,101250,3.5,0.0,120,7.4,-1.5
33629.9,C3,0.601393,2.7,101100,4.0,0.0,128,5.8,-2.0
32434.5,C3,0.614699,3.5,101160,1.5,0.0,90,5.9,1.1
30888.1,C3,0.607727,1.8,101460,4.1,0.0,132,6.9,-2.3
31537.1,C3,0.612338,3.8,101160,3.8,0.0,129,8.6,0.7
35953.5,C3,0.61735,2.8,101760,2.4,0.0,110,3.7,-0.4
36644,C3,0.617502,2.2,101450,0.0,0.4,56,8.5,0.6
35516.9,C3,0.633058,5.0,101580,1.2,0.0,90,10.7,1.5
34611.8,C1,0.475811,7.7,100530,4.2,2.4,143,9.7,4.1
35518.9,C3,0.529449,6.7,99750,0.0,0.2,59,11.1,3.6
35317.8,C1,0.601825,9.2,99710,1.4,5.6,99,13.2,4.9
34160.9,C1,0.584583,9.7,99790,1.3,3.4,98,15.1,6.1
30455.7,C1,0.540142,9.7,101120,1.3,4.4,99,19.9,4.2
27753.1,C2,0.609872,14.8,101320,7.3,0.0,193,15.7,9.7
31543,C2,0.556751,13.2,101690,3.2,0.0,135,17.1,10.6
31463.8,C2,0.595338,13.2,101550,4.9,0.0,163,18.8,9.3
32166.4,C2,0.508382,13.8,101400,2.8,0.0,131,15.4,8.7
31558,C2,0.547764,12.2,101360,6.3,1.6,185,13.6,8.9
32161.8,C3,0.586711,10.1,102630,2.9,0.0,134,14.0,6.6
27938.6,C3,0.531782,8.1,102150,7.9,0.0,210,15.5,1.4
31973.4,C2,0.523104,11.0,101610,3.6,0.0,149,20.7,6.5
31415.7,C2,0.620713,15.0,101980,12.8,0.0,273,20.3,9.2
31517,C2,0.625999,14.4,102380,6.4,0.2,193,22.8,8.5
31715,C2,0.598933,16.4,102070,10.5,2.8,248,13.4,9.9
30857.5,C3,0.573177,10.0,101540,4.3,0.0,164,11.4,6.6
28110.1,C3,0.564062,7.2,101560,5.8,2.6,188,12.1,2.9
27473.9,C3,0.596739,6.3,101680,4.9,0.0,175,14.8,0.5
31011.3,C2,0.558331,11.2,101700,7.6,0.0,216,14.7,7.5
31612.1,C2,0.543502,9.5,102480,10.1,0.0,250,16.5,4.2
31414.6,C2,0.553303,10.2,102430,10.2,0.0,253,17.6,3.8
25977.3,C2,0.590523,12.5,101750,5.9,1.0,197,18.7,7.7
25037.4,C2,0.536058,12.7,102190,2.4,0.0,139,22.0,6.7
25515.1,C2,0.634794,16.4,102000,12.2,0.0,284,22.6,10.8
30030.9,C2,0.525971,15.0,100720,1.1,0.2,112,14.9,12.0
29749.3,C2,0.570438,10.9,100830,6.9,0.8,216,18.3,6.9
29452.7,C1,0.512206,14.0,101050,0.0,1.8,75,14.1,9.6
26661.1,C1,0.489627,10.5,101090,2.4,2.4,142,15.4,6.8
26343.4,C2,0.52521,10.2,101470,6.9,0.4,219,15.8,5.0
29438.9,C2,0.571408,13.2,101170,6.3,0.0,210,12.3,10.5
31422,C1,0.607067,9.8,100260,1.5,7.6,125,14.4,7.3
31546.6,C1,0.53387,10.3,99450,1.3,0.6,121,16.9,6.1
31203.2,C2,0.508356,10.2,99980,8.6,0.2,246,12.6,3.4
30775.6,C3,0.552282,9.7,100640,0.7,0.0,106,16.0,6.7
27482.4,C2,0.51954,12.4,100820,1.7,0.0,131,18.8,8.8
25933,C2,0.559617,13.7,101140,3.2,0.2,162,17.3,8.6
30385.7,C3,0.528252,14.1,101170,0.0,0.0,79,15.3,10.9
30852.6,C2,0.523289,13.9,101610,1.1,0.4,118,15.0,12.4
30563.4,C3,0.555401,12.4,101870,1.8,0.0,135,11.7,9.7
30668.8,C3,0.551113,8.7,101370,5.9,0.6,211,9.9,5.7
30642.5,C1,0.556115,7.7,100970,0.2,4.8,92,16.2,5.5
26379.2,C2,0.584935,10.8,102070,10.3,0.0,276,19.8,5.3
29944.2,C1,0.595141,10.8,100050,0.0,12.2,81,13.2,9.6
30462,C1,0.581073,10.4,100480,1.1,4.0,121,15.2,7.5
30134.3,C2,0.528098,12.8,101100,0.1,0.0,89,21.9,10.4
28632.6,C2,0.644431,16.7,101830,5.3,0.0,205,18.8,11.4
25191.5,C2,0.628939,14.4,102340,7.9,0.0,246,18.7,10.0
24397.7,C2,0.603324,13.5,102890,11.6,0.0,297,19.3,8.2
29241,C2,0.635575,15.0,102150,9.1,0.0,265,22.9,8.5
29017.4,C2,0.614526,15.7,102160,13.3,0.4,320,20.6,8.5
28230.5,C2,0.61423,15.1,102310,4.6,0.6,196,18.6,9.6
24865.3,C2,0.601461,13.8,102140,11.4,0.0,297,15.3,8.9
24361.7,C3,0.531474,12.9,101670,0.3,0.0,98,16.1,10.5
29076.1,C3,0.508577,13.3,101570,0.1,0.0,89,18.1,10.5
29644,C3,0.518586,13.3,101360,0.6,0.0,109,17.8,8.5
29616.1,C2,0.528524,15.8,101110,0.3,2.2,99,19.3,13.7
29090.1,C2,0.607185,16.2,101140,1.5,0.0,135,19.7,13.0
28574.1,C2,0.615735,14.4,101570,5.1,1.0,206,18.3,9.1
24666.5,C2,0.590522,14.5,100870,6.3,3.0,226,18.2,10.7
24572.1,C2,0.619075,14.9,101380,2.5,0.2,158,21.3,11.5
29055.5,C2,0.586164,17.0,101400,0.2,0.0,95,21.0,12.7
29709.5,C2,0.64821,17.3,101440,3.2,0.0,172,26.1,13.5
29964.5,C2,0.655773,20.7,101470,4.9,0.0,203,21.3,15.3
30366.3,C2,0.630109,19.0,101180,2.0,0.0,147,23.7,16.6
29273,C2,0.61955,18.8,101010,3.3,1.6,174,19.4,13.9
24730,C2,0.563081,15.6,100670,1.1,0.2,125,18.6,11.8
24183.4,C2,0.595489,15.7,100990,1.9,0.2,145,17.7,12.7
28879.6,C2,0.53489,13.9,102240,0.4,0.0,103,21.1,10.0
29558.2,C2,0.63666,16.0,102890,7.9,0.0,250,22.5,10.8
29477.9,C2,0.623364,16.4,103000,5.5,0.0,213,20.7,10.2
29533.9,C2,0.636718,16.3,102640,5.0,1.4,204,21.5,11.9
29071,C2,0.575046,16.8,101980,0.0,0.8,81,22.2,12.1
25020.2,C2,0.650447,17.7,102280,9.1,0.0,266,27.2,13.2
23883.2,C2,0.64217,20.7,102160,11.1,0.0,293,21.3,14.1
28261.9,C2,0.647994,17.4,101700,8.2,0.0,253,17.9,13.4
29339.4,C2,0.535641,14.8,101110,0.0,1.2,80,21.5,11.6
29468.5,C2,0.591094,17.9,100890,0.2,0.0,94,24.9,14.3
29078.9,C2,0.655139,18.7,101970,4.5,0.0,194,26.3,12.5
29186,C2,0.631279,17.6,102550,12.5,0.0,307,25.9,11.8
29149.6,C2,0.642068,19.1,102510,8.1,0.0,248,31.4,12.3
25763.2,C2,0.639658,20.6,102330,2.9,0.0,159,27.5,16.5
24621.1,C2,0.63684,22.2,101950,7.5,0.6,234,33.5,16.9
29791.6,C2,0.651372,21.6,101280,6.5,0.0,217,26.8,16.3
28900,C2,0.651195,20.4,101240,7.9,0.0,236,28.9,13.9
23754.9,C2,0.623937,19.8,100680,7.8,2.8,233,24.7,14.7
27903.3,C2,0.626263,20.3,101150,5.5,2.8,199,22.3,15.8
28613,C2,0.616992,18.8,101350,3.1,2.6,157,26.9,15.2
28985.4,C2,0.610246,21.4,101530,1.3,0.0,119,34.1,15.9
28567.5,C2,0.610172,21.8,100880,5.0,3.2,188,24.7,17.2
24545.6,C2,0.654704,20.0,101520,9.8,0.0,254,24.5,15.2
24131.7,C2,0.662896,19.4,101890,6.1,0.0,203,23.8,14.3
28333.5,C2,0.656704,17.3,101580,9.1,0.0,242,23.1,11.9
28318.4,C2,0.661888,18.9,101450,7.3,0.0,217,25.5,14.7
28374.9,C2,0.655984,18.9,101930,9.5,0.6,245,24.9,12.2
27747.6,C2,0.656485,20.2,101900,4.7,0.0,177,23.0,15.5
24824.1,C2,0.637817,18.1,102200,2.8,0.0,144,24.0,13.2
23646.3,C2,0.655971,20.2,101810,8.9,0.0,234,22.8,16.4
27743.7,C2,0.653856,18.2,101710,4.3,0.0,168,21.5,13.6
28532.6,C2,0.635335,15.9,102190,4.3,0.4,167,23.4,10.3
29133.4,C2,0.650556,17.3,102280,5.7,1.0,187,24.2,11.2
29180.4,C2,0.6275,20.2,101850,2.1,1.2,127,23.6,16.1
28783.2,C2,0.625419,20.2,101500,2.4,0.8,132,20.9,16.8
25064.5,C2,0.633792,17.4,101230,2.5,0.0,133,23.9,13.9
24091.5,C2,0.642709,19.9,100970,4.2,0.0,161,23.5,15.8
28455.9,C2,0.656456,17.6,102010,8.9,0.0,224,24.9,11.7
24220,C2,0.653838,18.8,101330,4.9,0.2,164,25.9,12.9
25045.7,C2,0.661172,20.4,101840,7.2,0.0,193,23.6,14.9
28900.7,C2,0.658749,17.8,101870,8.5,0.0,208,24.7,11.9
29473.6,C2,0.654718,18.5,102230,9.2,0.0,215,24.7,12.2
29383.9,C2,0.658062,19.5,102180,8.1,0.0,200,25.4,14.2
28840.7,C2,0.657001,20.3,101970,8.2,0.0,200,21.4,15.1
25028.8,C2,0.643259,17.6,102560,10.8,0.0,228,22.3,13.8
30344.2,C2,0.634635,20.1,102700,4.2,0.0,137,28.5,14.2
30466.6,C2,0.634688,22.0,101110,11.6,0.0,218,18.1,14.4
29877.2,C2,0.587167,16.2,100860,2.8,1.2,114,19.5,14.2
25766.1,C2,0.626932,15.2,101400,6.1,0.2,156,18.5,10.9
25349.6,C2,0.513936,13.3,101800,5.3,3.2,145,14.1,8.0
29960.6,C1,0.508559,11.6,101660,0.1,3.2,58,17.2,9.0
29835.3,C2,0.537619,13.1,102040,4.0,0.0,127,17.4,9.0
30963.3,C2,0.541996,14.7,102120,0.8,2.6,75,20.5,11.9
30898.8,C2,0.562375,16.5,101930,0.8,1.8,74,19.6,12.5
26975,C3,0.581337,11.7,101610,0.0,0.2,49,16.2,9.2
26053.8,C1,0.47471,11.4,100970,3.5,1.8,114,15.2,6.6
29503.8,C2,0.550893,11.6,100310,9.4,0.2,177,14.8,7.9
31625.9,C1,0.609819,11.4,100000,0.5,4.6,64,16.3,8.0
30913.4,C2,0.556882,13.5,100430,4.1,0.0,118,17.5,10.7
31214.9,C3,0.54934,12.3,101040,1.1,0.2,74,19.2,7.0
30597.5,C2,0.595741,14.0,101830,6.4,0.0,141,18.9,8.7
27342,C3,0.520105,14.4,102450,0.0,0.0,44,19.8,9.8
26602.1,C2,0.539664,17.2,102790,0.0,0.0,44,18.6,14.5
30831.9,C2,0.573917,15.8,102470,1.2,0.2,72,22.2,12.9
31251.9,C2,0.63172,16.1,101640,6.1,0.0,132,21.9,10.0
31335.6,C2,0.598945,17.2,101180,2.3,0.0,87,20.2,12.5
30910,C2,0.61265,17.1,101660,3.4,0.0,100,18.7,14.0
29900.6,C2,0.622633,14.6,101610,7.0,0.0,136,20.2,10.4
26456.5,C2,0.53525,16.0,100950,0.7,0.4,59,19.1,11.8
25324.4,C2,0.606049,16.5,100690,4.5,0.0,108,19.1,13.8
30083.9,C2,0.564366,16.4,100680,2.4,0.0,83,17.5,13.7
30572.3,C2,0.528856,14.6,100890,0.0,0.0,39,22.0,11.7
31363.8,C2,0.591001,18.0,101050,2.1,0.0,77,19.2,14.0
31351.8,C2,0.53516,16.3,100850,0.9,1.6,59,22.0,13.3
30610.4,C2,0.612294,19.0,100920,3.9,0.0,96,19.4,16.0
27180.4,C2,0.552009,16.0,102020,0.9,0.2,57,19.8,12.6
25943.2,C2,0.60025,14.2,102570,9.5,0.0,142,20.3,8.6
30575.6,C2,0.578943,15.1,102550,4.3,0.0,96,21.0,9.9
30892.6,C2,0.597225,16.8,102480,4.9,0.0,100,17.8,12.6
30679.3,C3,0.519184,15.5,101990,1.3,0.0,60,12.1,13.2
30765.4,C3,0.611892,9.6,101890,3.3,1.2,82,13.6,7.0
30913.3,C1,0.536993,10.9,101780,2.4,5.0,72,14.1,8.2
27946,C3,0.560379,11.7,101820,3.0,2.2,77,11.4,9.2
27923.8,C1,0.595558,10.5,101070,0.0,9.0,32,11.8,9.6
32544.2,C1,0.529824,10.3,100740,0.2,2.4,38,13.9,8.7
32848.6,C3,0.572734,10.9,101080,3.4,0.2,78,15.9,7.9
32751.4,C1,0.564325,10.7,101020,1.8,4.8,60,18.7,5.4
32094.1,C2,0.563674,13.9,101360,6.4,0.0,101,17.9,9.0
31898.8,C1,0.483059,14.3,101370,0.2,1.0,36,18.5,10.6
28090.1,C1,0.600772,15.6,100540,0.5,5.6,41,17.4,12.6
26953.2,C1,0.5883,14.9,100530,3.3,7.0,71,18.2,12.4
31570.9,C1,0.536643,15.2,100570,0.0,1.2,28,18.4,12.2
31782.6,C1,0.593925,16.9,99710,0.0,6.8,27,17.8,15.3
31261.1,C2,0.55099,15.6,99930,5.4,0.0,85,17.7,13.4
32279.7,C2,0.520126,12.1,101330,7.3,1.8,97,18.8,6.4
30884.1,C1,0.485525,15.4,100500,2.0,0.2,54,17.7,11.9
27431.6,C1,0.572384,16.1,100420,1.1,4.0,44,16.9,14.4
30992.8,C1,0.587159,13.3,99250,3.9,2.5,68,13.1,11.3
32161.4,C3,0.554563,10.3,101060,6.5,0.0,85,14.5,7.5
32633.3,C3,0.615623,9.0,102010,6.2,1.0,82,13.3,3.5
32492.3,C3,0.599021,10.7,101650,0.0,0.2,23,15.0,8.1
32587.9,C1,0.49411,13.2,100890,0.0,0.6,23,15.8,11.4
28861.2,C1,0.517328,13.0,99860,3.7,0.0,62,12.6,10.2
34366.7,C1,0.549083,8.6,99480,1.0,2.0,36,15.7,4.2
34622.4,C1,0.587327,12.5,99950,0.0,3.2,21,11.2,9.3
33802.5,C3,0.550211,10.2,100640,0.6,0.0,31,11.4,9.2
34375.8,C1,0.58646,8.3,100560,0.2,8.8,25,8.2,5.1
31531.5,C1,0.557411,6.0,100610,0.2,5.6,25,10.2,3.7
30558.6,C3,0.598175,7.3,101590,7.9,1.0,79,13.1,4.4
34864.3,C3,0.595778,7.4,102240,0.0,2.8,19,12.8,1.6
34551,C3,0.617763,11.2,102630,1.4,0.2,36,10.8,9.6
34362.9,C3,0.645465,7.0,102400,4.5,0.0,57,10.0,4.2
31945.6,C3,0.632065,5.2,103200,5.4,0.0,60,9.7,0.3
31106.4,C3,0.640281,6.2,102430,0.0,0.4,17,9.6,2.7
35219.6,C3,0.587623,8.8,101100,0.0,0.2,17,6.4,7.9
36119.8,C3,0.612305,4.4,101400,7.1,0.2,66,7.6,2.3
36334.9,C3,0.590032,5.8,100450,2.1,0.0,37,8.2,3.3
36303.4,C3,0.639035,5.8,101790,4.3,0.0,50,8.1,3.3
33282.1,C3,0.638453,5.2,102440,5.4,0.0,55,8.2,2.3
32381.8,C3,0.63606,6.0,103070,0.0,0.0,16,7.5,3.8
36831.2,C3,0.629331,5.8,103780,1.1,0.0,28,8.2,4.0
37029,C3,0.63329,6.6,103400,0.0,0.0,15,10.3,2.2
36729.6,C3,0.625558,8.8,103470,0.0,0.0,15,10.4,7.2
34972.7,C3,0.630252,8.9,102690,0.0,0.2,15,9.0,7.4
32318.8,C3,0.645964,7.2,102760,1.6,0.0,30,9.7,5.3
32243.4,C3,0.633031,5.3,103300,0.2,0.0,17,9.7,0.8
36652.3,C3,0.629199,7.7,103400,0.0,0.0,13,7.7,5.7
37246.7,C3,0.635975,6.8,102970,0.0,0.0,13,8.9,5.9
36992.9,C3,0.637785,7.0,102940,0.0,0.2,13,10.6,5.1
36870.3,C3,0.633524,5.1,102400,0.4,0.4,18,8.8,-0.5
36919.8,C3,0.638468,5.1,102780,5.1,0.0,45,9.4,1.4
32913.8,C3,0.64082,6.2,102670,0.0,0.0,13,12.0,3.0
30943,C3,0.647256,8.0,102550,3.2,0.2,35,11.3,4.0
37050.5,C3,0.63062,4.9,102480,0.8,0.2,21,12.6,-1.5
35583.7,C3,0.607562,8.8,101960,0.0,1.8,12,11.8,5.0
31786.9,C3,0.635648,7.7,102240,2.0,1.2,28,12.7,3.5
30820.7,C1,0.561035,8.9,101910,0.0,9.0,12,13.3,5.0
36570.7,C3,0.594517,6.0,102170,0.0,2.8,12,10.8,4.6
35813,C1,0.581034,7.9,100770,1.1,7.8,22,9.0,4.9
36152,C1,0.537196,7.0,100210,5.1,3.8,42,11.1,4.9
34946.3,C3,0.596321,6.6,101870,5.4,2.6,43,12.1,2.1
30840.9,C1,0.554004,8.2,101250,0.0,6.4,12,10.1,4.2
30133.4,C3,0.594499,8.7,100980,3.2,0.2,34,11.9,7.2
28192.8,C1,0.527427,6.7,99510,1.0,2.4,22,10.8,2.1
30067.1,C1,0.503396,6.3,98670,1.0,0.0,22,8.8,1.8
30277.1,C3,0.543377,6.3,99750,4.5,0.0,40,10.5,3.7
31108.9,C1,0.537939,6.4,101070,1.7,6.0,27,10.9,2.2
30765.6,C1,0.571127,8.0,100410,0.0,4.8,13,11.4,5.1
32906.1,C1,0.585049,8.6,99330,5.2,4.8,45,10.7,6.1
32275.9,C1,0.575119,7.4,99360,0.0,3.4,13,12.5,5.3
34681.4,C1,0.591831,7.7,99450,1.2,9.6,25,11.8,2.7
35142.7,C1,0.604771,10.5,100300,1.4,5.2,26,12.0,9.1
35697.6,C1,0.501721,9.4,101190,0.9,3.6,23,9.1,6.7
35625.8,C3,0.56984,8.7,100640,3.3,0.0,38,10.9,8.3
35819.8,C3,0.607962,6.6,101430,3.9,1.8,41,9.2,2.3
32340.7,C3,0.627073,6.8,101860,6.7,0.0,55,9.9,4.3
32435.4,C3,0.597196,4.1,101650,1.9,2.4,31,9.7,-1.8
35936.1,C1,0.529609,5.9,100500,3.5,4.8,41,10.2,2.1
37063.8,C1,0.510824,5.4,100440,5.7,4.6,52,11.3,0.5
36234.9,C1,0.51582,6.3,99840,0.0,2.8,15,10.6,1.3
35639.7,C1,0.604636,7.9,99060,1.9,7.2,33,10.7,6.5
32204.7,C1,0.514856,8.4,99140,0.9,0.2,26,8.6,6.1
31437.4,C3,0.519903,7.4,99550,5.4,0.0,54,9.2,6.2
36786.7,C3,0.605268,4.9,100770,3.9,0.2,46,8.7,0.6
37163.3,C1,0.55694,4.9,101000,1.7,8.8,33,10.7,1.0
36542.8,C3,0.601656,6.2,100670,2.5,0.2,39,8.8,1.6
36560.3,C3,0.615333,5.5,101260,2.9,1.2,42,8.8,2.2
36754.2,C1,0.511098,5.3,101390,0.0,5.6,17,12.3,1.7
31881.4,C3,0.590341,8.5,101260,1.5,1.8,34,9.9,4.6
31914.1,C1,0.562447,6.9,100210,0.1,5.0,20,8.8,3.8
36166.2,C1,0.52197,5.4,98990,3.6,1.8,49,10.1,2.0
36419.6,C1,0.531525,7.0,98510,3.7,1.6,51,4.8,3.8
37857.1,C3,0.564497,4.7,100180,0.0,0.2,19,9.5,3.4
32021.2,C3,0.514038,5.6,99000,5.6,0.0,65,10.2,2.0
30758,C3,0.576424,7.6,100530,7.0,0.0,74,8.8,4.9
35584.2,C3,0.58185,6.1,100370,1.0,0.0,34,9.4,3.4
35910.1,C1,0.584406,6.8,99670,3.9,11.2,57,10.1,4.2
35919.1,C1,0.558158,7.8,98190,1.1,1.6,36,10.1,5.4
35261.6,C1,0.581005,6.8,98880,4.9,5.8,67,9.8,3.7
31131.6,C1,0.559004,7.3,97900,4.0,2.4,62,8.7,4.7
30754.9,C1,0.534057,7.5,98470,1.6,0.2,43,9.6,6.3
36339,C1,0.515486,6.7,99300,2.6,1.4,53,8.7,3.8
36375.4,C1,0.497122,5.4,99660,2.7,2.0,54,9.3,2.0
37127,C1,0.585651,6.0,99410,0.8,8.2,37,8.6,2.6
36159.9,C1,0.493827,6.2,99250,5.6,0.4,78,12.4,3.8
36704.2,C1,0.591933,7.8,99000,0.0,9.8,24,11.0,3.1
31681.7,C1,0.515054,7.9,98860,6.0,0.4,83,10.7,4.7
30838.8,C3,0.579685,6.3,100680,8.4,0.2,101,10.8,1.9
35735.4,C3,0.551505,6.8,100770,0.1,2.2,29,11.1,2.7
35540.4,C1,0.586201,9.3,100860,1.2,5.8,45,11.0,7.5
35357.1,C3,0.598371,7.6,101120,0.1,0.8,30,13.5,4.1
33930.5,C1,0.518332,10.2,100150,1.4,1.6,49,10.9,6.8
33615,C3,0.56811,7.1,100350,7.3,0.0,100,11.9,3.2
30186.3,C3,0.59273,8.3,100910,6.4,0.0,95,12.5,4.6
29185.7,C3,0.583394,9.7,101030,0.0,0.0,29,14.9,6.8
33541.3,C1,0.539627,10.9,100500,4.4,3.2,82,10.7,6.8
34219,C1,0.561777,9.4,100050,2.0,2.6,60,11.8,8.1
34420.6,C3,0.555958,7.4,101270,7.7,2.8,111,12.0,2.9
34541.7,C1,0.543958,8.9,100700,4.9,4.8,90,8.4,5.7
35478.2,C1,0.524965,5.1,99890,1.0,3.4,50,10.1,1.8
31750.4,C3,0.574383,5.4,100260,5.3,0.2,105,10.4,0.7
30343.2,C1,0.578991,6.0,99420,1.8,7.0,68,8.9,1.5
35044.5,C1,0.530834,6.1,98600,2.6,1.0,79,11.0,3.3
35430.6,C3,0.577326,5.7,100340,3.1,0.2,86,13.2,0.3
35198.6,C3,0.593828,6.7,102010,7.9,0.0,135,13.5,0.2
34289.1,C3,0.557298,9.2,102440,6.4,0.0,122,16.7,4.8
33002.2,C3,0.556275,11.7,102310,4.6,0.0,106,15.7,6.6
29136.3,C2,0.530777,11.4,102530,6.5,0.0,127,19.2,7.1
27922.8,C2,0.525765,12.5,102240,10.3,0.0,163,12.9,5.8
