daily_demand,date_format,Predicted_daily_demand,Fold,Month,mean_temp,pressure,cloud_cover,Year,sunshine,precipitation
continuous,time,continuous,1 2 3,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,meta,,,,,,,
30117,28-10-2019 00:00,29133.6,2,10,6,102490,4,2019,3.5,0
32682.6,10-09-2009 00:00,33211,2,10,11,101670,5,2009,0.5,1.8
30429.6,11-07-2010 00:00,34758.5,2,11,7,100620,7,2010,1.7,2
18229.4,13-04-2020 00:00,25674,2,4,10,102390,3,2020,11,0
34631.1,17-11-2009 00:00,34121.5,2,11,11.5,100780,3,2009,4.9,0
35806.9,17-02-2012 00:00,34435,2,2,8.7,102330,7,2012,0.1,0
29497,26-07-2011 00:00,29471,2,7,17.2,101520,7,2011,0.5,0
25612.7,30-03-2020 00:00,27932.9,2,3,6.4,103540,6,2020,5.9,0
26529.5,09-12-2018 00:00,26449.7,2,9,13.8,102290,7,2018,0.1,0
25037.4,05-05-2013 00:00,29202.7,2,5,12.7,102190,6,2013,2.4,0
29416.9,08-03-2010 00:00,28907.6,2,8,17.9,101570,5,2010,3.9,0
31042.2,14-02-2020 00:00,29287,2,2,7.2,101600,7,2020,1.1,3
25810.5,24-04-2019 00:00,25934.6,2,4,14.2,99380,7,2019,2.3,0.6
29840.4,24-11-2018 00:00,29741.2,2,11,8,100980,8,2018,0,0
30706.1,10-07-2014 00:00,29849.4,2,10,11.6,99800,2,2014,8.1,1.2
30368.7,24-08-2009 00:00,29152.4,2,8,19.9,100640,3,2009,4.8,0
30429.5,23-12-2016 00:00,30778.7,2,12,7.3,102600,6,2016,0,1.4
36946.3,03-11-2009 00:00,35436.9,2,3,7.6,102280,5,2009,2.9,0.4
30511.2,27-07-2010 00:00,28968.9,2,7,21.5,101720,6,2010,0.1,0
37322.8,11-10-2009 00:00,35930.4,2,11,5.3,101260,8,2009,0,1
34773.1,26-03-2014 00:00,32313.7,2,3,5.9,101750,4,2014,2.4,1.8
29693.8,14-04-2016 00:00,28195.4,2,4,12.4,100910,6,2016,5.3,2.8
28026.6,26-08-2014 00:00,28525.9,2,8,15.6,100560,5,2014,0,2.8
31669.6,04-06-2013 00:00,32027.4,2,4,5.4,102370,1,2013,9.9,0
30499.9,23-08-2011 00:00,30516.2,2,8,14.7,101310,8,2011,0,3.8
30102.7,17-07-2012 00:00,27241.4,2,7,18.8,102230,5,2012,4.2,0
21688.6,28-03-2020 00:00,26954.3,2,3,8.2,102800,3,2020,12,0
30765.4,10-10-2013 00:00,31183.6,2,10,9.6,101890,4,2013,3.3,1.2
25370.9,03-02-2019 00:00,28453.7,2,3,11.3,101010,7,2019,2.3,2.6
24848.8,04-12-2015 00:00,28523.1,2,4,11.4,102600,2,2015,9.2,0
24858.2,07-11-2019 00:00,21123.3,2,7,21.8,101290,7,2019,7.9,0
34825.1,14-11-2011 00:00,33417.9,2,11,9.1,102330,8,2011,0,0
33455.1,13-10-2010 00:00,33420.4,2,10,11.1,102130,8,2010,0,0
33878.3,23-11-2018 00:00,30676.1,2,11,4.7,101390,8,2018,0,0.4
31489.2,01-08-2019 00:00,31283.4,2,1,7.7,102810,1,2019,5.1,0
25285,25-04-2015 00:00,28486.1,2,4,14.9,100580,7,2015,2.3,4.4
34590.6,19-11-2014 00:00,31283.4,2,11,9.4,101890,2,2014,1.3,0
18890.2,04-12-2020 00:00,22971.1,2,4,17.2,101490,6,2020,10.4,0
31082.7,12-12-2015 00:00,31128,2,12,9.3,101850,8,2015,0,1.8
27449.3,25-08-2015 00:00,26919.4,2,8,15.1,100790,6,2015,3.5,5.6
23214.4,05-11-2019 00:00,25084.9,2,5,12.4,101990,6,2019,4.6,2.2
26388.6,04-10-2011 00:00,30340.9,2,4,13.2,102400,1,2011,12.2,0
30893.5,28-12-2011 00:00,33373.3,2,12,9.2,102140,4,2011,0.9,0
26750.8,03-07-2020 00:00,28354.8,2,3,7.5,101540,7,2020,8.9,0.4
35282.4,27-02-2009 00:00,35203,2,2,11.476,102010,5,2009,7.6,0
24329.8,09-05-2015 00:00,28315.3,2,9,12.6,102190,5,2015,0.8,0
27933.1,07-01-2014 00:00,24833,2,7,17.5,101990,2,2014,10.7,0
31737.9,29-10-2014 00:00,29851,2,10,13.9,101610,8,2014,0,2
32079.1,17-04-2009 00:00,34651.1,2,4,9.7,101040,8,2009,0,4.8
28093,28-03-2015 00:00,31005.4,2,3,10.5,101180,7,2015,0.1,1
28964,27-02-2019 00:00,29178.6,2,2,10.8,102480,0,2019,9.2,0
36327.2,03-09-2009 00:00,35616.6,2,3,6.9,101050,3,2009,7.2,3
28614.6,24-11-2019 00:00,28704.8,2,11,8.8,100300,7,2019,0.1,0
27764.7,05-01-2010 00:00,31711.7,2,5,13.7,100900,7,2010,2.4,5.8
34415.3,02-07-2015 00:00,34260.5,2,2,2.7,103630,5,2015,0,0
28263.7,28-08-2014 00:00,26170.7,2,8,19.6,101080,4,2014,4.7,0
23242.1,31-05-2019 00:00,23205.8,2,5,17.5,102350,6,2019,2.3,0
30390.4,11-05-2018 00:00,27954.8,2,11,12.1,100390,6,2018,1.4,0
29180.4,15-08-2013 00:00,26452.5,2,8,20.2,101850,3,2013,2.1,1.2
29107.3,08-02-2010 00:00,28603.2,2,8,19.5,101680,7,2010,2,0
30263.5,22-04-2014 00:00,29861.6,2,4,13,100840,7,2014,0.7,0.2
26611.1,05-08-2017 00:00,28841.3,2,5,9.8,102680,7,2017,0,0
28455.9,19-08-2013 00:00,26380.6,2,8,17.6,102010,1,2013,8.9,0
30626.4,26-08-2009 00:00,30264.8,2,8,18.8,101000,7,2009,1,0.8
22110,28-08-2016 00:00,25185.8,2,8,19,101320,6,2016,2.3,2.2
29149.6,07-12-2013 00:00,24884.2,2,7,19.1,102510,2,2013,8.1,0
29545.8,27-03-2011 00:00,32360.7,2,3,11,101380,5,2011,6.4,0
30716.9,17-12-2016 00:00,31486.8,2,12,5.8,103760,9,2016,0,0
26465.1,23-05-2017 00:00,24658.2,2,5,16,102110,4,2017,4.1,0
27616.1,31-03-2018 00:00,30110.8,2,3,6.7,99760,8,2018,1.1,1.8
32273.3,02-01-2015 00:00,34920.1,2,2,3.2,99980,5,2015,0,0
27480.2,25-09-2010 00:00,32733.3,2,9,9.7,101640,1,2010,7.4,0
21424.8,05-01-2020 00:00,25253.5,2,5,11.5,99850,6,2020,4.2,0.2
39151.1,01-12-2011 00:00,35746,2,1,8.3,101110,8,2011,0,0.4
37326,02-09-2011 00:00,36151.2,2,2,5.5,101770,8,2011,0.9,0.2
32801.7,16-12-2017 00:00,31473.3,2,12,3,101780,3,2017,2.2,0.2
29981.8,08-10-2009 00:00,29171.2,2,8,19,101550,7,2009,2.9,0
25542.6,13-09-2018 00:00,25661.3,2,9,14.3,102300,1,2018,10.4,0
26166.9,08-07-2015 00:00,24508,2,8,18.7,101790,5,2015,9.8,0
24816.9,13-10-2019 00:00,26335.3,2,10,14.1,100450,7,2019,1.1,4
20770.7,21-08-2016 00:00,24647.7,2,8,19.1,101620,7,2016,4.8,0.8
27386.5,04-09-2011 00:00,30009.3,2,4,13.9,102560,0,2011,12,0
28339.1,14-08-2014 00:00,26471.7,2,8,17.5,100960,5,2014,3.5,6.6
33300.9,11-02-2011 00:00,32214.9,2,11,11.6,100450,4,2011,2.7,1
25350.3,07-09-2019 00:00,22431.7,2,7,20.6,102090,8,2019,1.8,0
31165.6,04-09-2014 00:00,29435.9,2,4,10.8,102560,2,2014,9.7,0
26515.1,17-06-2016 00:00,25988.3,2,6,16.6,100750,7,2016,2.1,3
30786.9,13-06-2012 00:00,28387.2,2,6,13,101650,4,2012,7.3,0
21516.2,18-04-2020 00:00,26199.7,2,4,11.3,101750,7,2020,2.3,1
34420.6,26-02-2014 00:00,33088.6,2,2,7.4,101270,1,2014,7.7,2.8
19312.4,08-10-2019 00:00,22239.5,2,8,20.1,100420,6,2019,5.6,1.4
19943.2,07-02-2017 00:00,29468.5,2,7,19,102070,3,2017,12.6,0
23087.8,09-04-2019 00:00,23820.4,2,9,17.9,101570,6,2019,7,0
27952.4,26-01-2020 00:00,29891.8,2,1,8.1,101040,7,2020,0,2.4
33564.1,01-05-2018 00:00,32245.4,2,1,7.2,99470,6,2018,2.3,0.2
27950.7,31-07-2014 00:00,24836.3,2,7,19.8,101390,2,2014,8.7,0
36298.1,21-11-2012 00:00,32186.3,2,11,10.8,100760,6,2012,0,4.4
24026.3,06-01-2014 00:00,25878.4,2,6,16.5,102210,4,2014,8.8,0.2
22563.6,07-01-2020 00:00,21959.9,2,7,18.4,100540,6,2020,0.2,2
35642.9,02-04-2013 00:00,34707.7,2,2,7.5,101240,5,2013,4.3,3
29606.3,11-10-2017 00:00,29200.1,2,11,10.4,102000,6,2017,3.4,7.6
25557.9,09-03-2018 00:00,24066.8,2,9,18.2,102060,2,2018,8.3,0
30066.5,04-03-2010 00:00,34226.7,2,4,8,100030,7,2010,1.9,1.2
25528.6,21-08-2011 00:00,27801.9,2,8,18.8,101400,3,2011,6.3,0
25025.6,18-04-2019 00:00,24548.5,2,4,14.8,102300,7,2019,11,0
35808.1,03-10-2011 00:00,33862,2,3,9.4,101240,5,2011,2,0
28599.5,21-07-2014 00:00,24099.9,2,7,21.4,101820,1,2014,7,0
28448.5,04-05-2009 00:00,33241.5,2,4,11,102220,5,2009,4.1,0
29443.9,14-11-2018 00:00,28317.3,2,11,12,102220,3,2018,6.6,0.2
31862,21-09-2010 00:00,30234.2,2,9,15.9,101900,2,2010,6.6,0
33762,01-09-2015 00:00,32508.5,2,1,10.9,101810,6,2015,2.7,0
25385,29-08-2011 00:00,29957.5,2,8,14,101770,5,2011,4.9,0
28651.4,06-02-2014 00:00,26651.2,2,6,17.1,101830,6,2014,3.4,0.2
24656.8,14-04-2019 00:00,27690.8,2,4,5.5,102540,3,2019,8,0
30205.7,17-08-2010 00:00,29559,2,8,17.9,101060,7,2010,1.7,0
28732.8,13-11-2016 00:00,30504.8,2,11,8.4,102680,2,2016,6.3,0
37178,03-01-2013 00:00,34853.1,2,3,4.8,102940,8,2013,0,0.2
31298.4,28-09-2009 00:00,31764.5,2,9,15.2,102620,4,2009,0.7,0
30582.2,28-04-2014 00:00,28856,2,4,14,101050,6,2014,2.6,0
32633.3,30-10-2013 00:00,32267.7,2,10,9,102010,3,2013,6.2,1
31697.3,28-10-2015 00:00,29212.6,2,10,13.9,100750,5,2015,1.7,0.2
28872.7,14-11-2015 00:00,29890,2,11,11.1,102170,6,2015,0,6.8
29709.5,18-06-2013 00:00,26693.3,2,6,17.3,101440,5,2013,3.2,0
27604.1,09-04-2015 00:00,28174.7,2,9,13.7,101780,7,2015,1.5,0.6
24748.8,26-06-2017 00:00,23323.8,2,6,18.6,101380,5,2017,10.1,0
26661.1,05-11-2013 00:00,30091.5,2,5,10.5,101090,6,2013,2.4,2.4
29038.4,19-04-2016 00:00,27448.5,2,4,12.4,102810,4,2016,8.4,0
32115.4,03-07-2009 00:00,35465.2,2,3,8.4,100940,6,2009,2.6,0.6
37021.8,24-02-2009 00:00,35925.9,2,2,9.8,102690,8,2009,0,0
35463,23-02-2013 00:00,36299.2,2,2,1.3,102110,8,2013,0.1,0
30278.6,21-07-2011 00:00,30158,2,7,16.4,101290,8,2011,0,2.4
34262,23-03-2009 00:00,34351.5,2,3,9.7,101830,4,2009,2.5,1.6
28020.7,20-03-2020 00:00,29118.3,2,3,8.1,102830,7,2020,0,0
32945.3,23-03-2012 00:00,30643.4,2,3,13.4,102660,1,2012,9.6,0
27545.7,18-09-2010 00:00,31634.1,2,9,12.3,101950,4,2010,8.1,0
35044.5,03-03-2014 00:00,33124.2,2,3,6.1,98600,4,2014,2.6,1
37400.7,13-01-2011 00:00,34954.4,2,1,11.2,100970,8,2011,0,1
25928,10-09-2018 00:00,26040.5,2,10,15.2,101840,1,2018,10,0
30793.5,05-11-2011 00:00,30594.2,2,5,13.5,102350,6,2011,1.3,0
38512.5,02-03-2015 00:00,34998.7,2,2,1.8,100820,5,2015,0.5,0
25091.9,26-05-2014 00:00,30004.7,2,5,11.3,101880,7,2014,0,9.6
32321.5,10-12-2009 00:00,32956.6,2,10,12,102740,1,2009,7.2,0.2
22902.2,20-05-2017 00:00,25952.3,2,5,11.7,101800,5,2017,6.6,0.4
31251.9,24-09-2013 00:00,28750.2,2,9,16.1,101640,5,2013,6.1,0
23299.3,17-09-2016 00:00,27832.8,2,9,14.6,102030,8,2016,0,0
35527.8,29-12-2010 00:00,35088.6,2,12,6.8,101960,8,2010,0,1.4
26271.4,04-02-2016 00:00,28524.7,2,4,11.2,101210,6,2016,7.6,3.2
28816.6,05-08-2010 00:00,33936.3,2,5,8.5,101240,8,2010,0,0.6
27951.2,11-06-2016 00:00,31738.3,2,11,4.8,100660,3,2016,4.9,1.6
25865.7,27-09-2018 00:00,26047.5,2,9,15.9,102650,1,2018,11,0
27518.8,30-12-2017 00:00,29730.6,2,12,9.7,99660,8,2017,0.5,4.6
35337.9,12-10-2014 00:00,33236.5,2,12,5,101510,2,2014,5.3,0
29007.4,12-05-2015 00:00,30508.3,2,12,10.4,101920,8,2015,0,0
30488.7,03-01-2019 00:00,28885.3,2,3,9.8,101810,7,2019,0.1,0
30366.3,20-06-2013 00:00,26742.5,2,6,19,101180,6,2013,2,0
25245.5,16-08-2009 00:00,28357.4,2,8,20.2,101530,3,2009,8,0
28700.4,17-10-2018 00:00,27359.4,2,10,13.7,101980,8,2018,0,0.4
30483.9,11-12-2011 00:00,31940.7,2,11,13.2,102460,6,2011,1.6,0
29126.9,27-04-2018 00:00,29033.5,2,4,9.7,100760,7,2018,0,3.8
30030.9,05-08-2013 00:00,29411.9,2,5,15,100720,6,2013,1.1,0.2
28733.9,10-10-2009 00:00,32327,2,10,15.2,101470,6,2009,3.8,0.2
26208.7,11-05-2017 00:00,30201.9,2,11,6.8,101480,2,2017,4.9,0
27328.1,05-12-2017 00:00,25490.6,2,5,16.2,99710,6,2017,4,0.6
28232.9,05-09-2010 00:00,33475.8,2,5,9.4,101260,8,2010,0.1,0.4
24545.6,08-03-2013 00:00,25196.2,2,8,20,101520,1,2013,9.8,0
33396.8,18-10-2010 00:00,33841.4,2,10,8.7,101970,6,2010,1.6,1
32776.2,29-10-2010 00:00,32756.1,2,10,13.4,100040,6,2010,0,2.6
21217.8,04-04-2020 00:00,25935.4,2,4,9.6,101990,1,2020,6.5,0
30286,24-05-2011 00:00,28642,2,5,13.5,102570,4,2011,12.3,0
29644,06-11-2013 00:00,29471.8,2,6,13.3,101360,6,2013,0.6,0
29170,16-07-2010 00:00,28000.4,2,7,18.2,100890,5,2010,8,0
32082.7,23-01-2018 00:00,30619.6,2,1,10.2,101560,8,2018,0,0.2
24728.6,31-08-2015 00:00,28168.8,2,8,15.2,101380,8,2015,0,4
27163.7,06-01-2015 00:00,27141.2,2,6,12.1,101240,4,2015,4.1,0.6
28055.5,27-12-2019 00:00,28911,2,12,7.5,102880,8,2019,0,0
29958.1,07-11-2012 00:00,27234.8,2,7,16,101090,5,2012,7.8,5.8
33507.9,04-05-2012 00:00,33284,2,4,7.8,101890,6,2012,0,0
26175.4,09-02-2016 00:00,26903.7,2,9,17,101900,7,2016,0,0.2
27600.5,19-09-2009 00:00,30791.2,2,9,18.3,101580,6,2009,2.4,0
27968.7,25-05-2016 00:00,28427.8,2,5,11.8,101780,8,2016,0,0
34267.3,02-07-2010 00:00,37500.8,2,2,4.6,102260,8,2010,0.1,0.4
19542.4,09-01-2019 00:00,23626.4,2,9,16.4,101800,3,2019,8.6,0
35198.6,03-05-2014 00:00,32616.5,2,3,6.7,102010,2,2014,7.9,0
29116.4,04-07-2015 00:00,28628.6,2,4,10.8,103610,1,2015,11.5,0
22231.9,27-09-2020 00:00,25043.6,2,9,12.6,101260,7,2020,5,0
32275.9,01-04-2014 00:00,33977.5,2,1,7.4,99360,6,2014,0,3.4
27753.1,14-04-2013 00:00,29175.2,2,4,14.8,101320,5,2013,7.3,0
30505.1,19-02-2019 00:00,30214.8,2,2,7.2,101860,4,2019,5.3,0
25245.8,09-12-2017 00:00,26136.5,2,9,14.9,100400,4,2017,7.6,2.6
21314.3,22-07-2018 00:00,21747.5,2,7,22.9,101550,5,2018,3,0
34584.8,03-05-2018 00:00,30477.7,2,3,7.3,98840,6,2018,1.4,1.2
30799.5,09-09-2011 00:00,29708.8,2,9,18.6,100950,7,2011,0,0
33693.7,28-11-2017 00:00,31611.5,2,11,4.8,100880,4,2017,4.1,0
30998.6,27-02-2016 00:00,32963.2,2,2,4.5,101080,7,2016,0.8,0
30564.8,17-09-2010 00:00,31586.5,2,9,11.8,101670,2,2010,5.7,0
25490.4,06-04-2018 00:00,25179.2,2,6,17.4,101660,6,2018,0.3,0
27863.4,19-02-2017 00:00,30813.3,2,2,8,102250,6,2017,0.9,0
34300.8,20-03-2012 00:00,32223.3,2,3,9.4,103480,4,2012,5.3,0
19895.3,18-05-2020 00:00,21091.4,2,5,17.1,102360,6,2020,9.7,0
33183.8,22-01-2018 00:00,31864.1,2,1,6,101220,8,2018,0.7,0.2
31484,02-12-2019 00:00,30300.9,2,2,6.9,103320,5,2019,2.6,0
27700.7,15-07-2015 00:00,25414.5,2,7,19.8,101820,7,2015,1.1,0
30848.1,25-06-2009 00:00,27693.3,2,6,20.7,101410,3,2009,6.4,0
27377.6,04-10-2019 00:00,27002,2,4,8.8,101890,3,2019,11.8,0
20476.5,27-08-2017 00:00,23062,2,8,21.1,101830,3,2017,9.3,0
31240.1,09-09-2010 00:00,29476.8,2,9,17.7,101420,4,2010,7.2,0.2
27357.9,20-09-2017 00:00,27264.6,2,9,13.8,101880,6,2017,1,0
28006.5,31-12-2019 00:00,29005.5,2,12,7.1,103160,7,2019,0,0
25924.7,26-03-2016 00:00,30842.5,2,3,9.8,100450,7,2016,0,4.6
24356,29-07-2012 00:00,27747.6,2,7,15,101180,3,2012,7.7,1.6
31947.7,03-10-2013 00:00,35565.7,2,3,3.4,100620,8,2013,0,0
30182.3,06-08-2011 00:00,29606.6,2,6,13.3,100600,4,2011,3.7,1.8
22681.1,23-07-2016 00:00,22659,2,7,21.8,101980,2,2016,11.9,0
34944,11-08-2012 00:00,32666.6,2,11,9.9,101930,6,2012,3.1,0
31751.4,20-11-2017 00:00,29909,2,11,8.4,101590,8,2017,0,0.8
28405.6,04-12-2019 00:00,28460.7,2,4,6,102690,5,2019,3.6,0
33217.6,28-10-2009 00:00,32505.3,2,10,14.9,101810,4,2009,1,0
23538.6,24-03-2019 00:00,27864,2,3,9.1,103060,2,2019,10.6,0
30517,08-11-2009 00:00,28292.5,2,8,20.4,101990,4,2009,6.6,0
35176.8,18-11-2009 00:00,33814.8,2,11,12.2,101090,7,2009,0,0
21506,20-08-2017 00:00,24903.6,2,8,15.6,102320,4,2017,6.3,6.8
30481.1,23-06-2011 00:00,28295.6,2,6,15.3,101540,5,2011,6.8,1.8
34479.6,02-09-2013 00:00,35875.4,2,2,3,101890,8,2013,0,2.4
37319.1,30-11-2009 00:00,35833.2,2,11,5.9,99810,5,2009,0.4,0.8
33510.1,24-03-2015 00:00,31415.8,2,3,7.7,101000,5,2015,2.6,0.4
34433.2,02-05-2019 00:00,30404.3,2,2,7.2,102310,8,2019,0,4.2
26213,16-05-2016 00:00,25763.5,2,5,13.4,102080,2,2016,11.5,0
35507.4,13-01-2015 00:00,33322.8,2,1,8.6,100250,5,2015,4,1.8
37964.5,18-12-2012 00:00,33911.5,2,12,5.9,101460,6,2012,0.3,0
34006.8,04-04-2012 00:00,33062.9,2,4,6.4,100740,5,2012,4.7,0.2
30390,05-06-2011 00:00,27871.9,2,5,17.3,101510,1,2011,10.5,3.4
25525.4,14-07-2016 00:00,24402.8,2,7,16.7,102400,4,2016,8.9,0
27371.4,24-04-2017 00:00,28849.4,2,4,9.2,101610,6,2017,2,0.2
23336,16-05-2015 00:00,26179,2,5,14.9,102410,4,2015,10,0
31098.4,04-11-2011 00:00,30704.2,2,4,13.5,102260,1,2011,8.5,0
29398.5,05-07-2013 00:00,27201.1,2,5,15.9,101610,0,2013,12.6,0.6
31439.2,11-02-2015 00:00,30007.4,2,11,10.7,102410,4,2015,1.9,0
21366.4,15-06-2020 00:00,20148.6,2,6,18.5,101610,5,2020,8.8,1
21304,28-05-2018 00:00,23042.8,2,5,20.2,101820,4,2018,6.8,0
27430.8,26-05-2016 00:00,25303.5,2,5,14.4,101610,4,2016,10.5,0
28943.9,26-09-2014 00:00,27789.7,2,9,18.1,102350,7,2014,1.9,0
30133.4,22-12-2013 00:00,32352.1,2,12,8.7,100980,2,2013,3.2,0.2
31072.9,18-04-2011 00:00,29842.3,2,4,13.5,101820,2,2011,7,0
26781.5,28-12-2019 00:00,28703,2,12,8.1,103630,8,2019,0,0
29508.2,09-03-2014 00:00,26346.4,2,9,19,102250,3,2014,6.3,0
25940.2,22-11-2020 00:00,27093.3,2,11,10.2,102630,6,2020,0.4,0.2
26139.3,21-08-2010 00:00,28815.7,2,8,21.7,101830,8,2010,0.6,0.8
33572.9,01-11-2019 00:00,31413.3,2,1,5.3,103020,7,2019,0.2,0
24619.4,20-07-2014 00:00,24549.8,2,7,22.2,101030,3,2014,3.7,0
30305.7,17-10-2014 00:00,28678.2,2,10,16.2,100920,5,2014,3.2,0.4
29182.3,20-02-2016 00:00,31905.1,2,2,7.8,100930,7,2016,0.2,2.2
31094.8,03-10-2017 00:00,30142,2,3,9.4,102520,8,2017,0,0
31550.2,22-01-2012 00:00,35035.8,2,1,8.7,101460,5,2012,0.7,0
27727.5,11-05-2016 00:00,31402,2,11,5.6,100610,4,2016,1,0
29810.5,08-12-2011 00:00,28451.8,2,8,19.6,101040,7,2011,1.3,0.8
31524.1,23-12-2014 00:00,30902,2,12,11.8,101680,6,2014,0.5,0.2
27099.3,10-06-2017 00:00,27770.9,2,10,12.1,102570,4,2017,8,0
24814.6,19-09-2018 00:00,24311.7,2,9,20.2,101240,7,2018,4.1,0
30510.6,25-02-2020 00:00,29907.2,2,2,7.1,100130,6,2020,0.1,1
26895.1,18-05-2017 00:00,26114.1,2,5,13.1,101260,7,2017,3.9,9.8
38589.2,25-03-2013 00:00,35910.4,2,3,0.6,101460,8,2013,0,0
28347.7,10-02-2015 00:00,28433.5,2,10,13.8,102450,0,2015,10.5,0
28862.5,07-08-2014 00:00,25738.9,2,7,16.1,101550,6,2014,6.3,7.6
29616.1,06-12-2013 00:00,28764.3,2,6,15.8,101110,8,2013,0.3,2.2
30258.5,30-05-2012 00:00,26514.2,2,5,19.1,101790,3,2012,9.3,4.2
27799.1,04-05-2017 00:00,27649.5,2,4,10.3,103100,2,2017,9.9,0
30758,02-02-2014 00:00,34162.6,2,2,7.6,100530,2,2014,7,0
25414.5,28-09-2014 00:00,27241.4,2,9,19.7,102080,2,2014,6.2,0
38452.1,27-02-2013 00:00,34607.5,2,2,4.3,103440,6,2013,3.3,0
25123.1,26-04-2019 00:00,26341.4,2,4,11.6,100900,5,2019,4.9,0.8
32503.4,25-10-2011 00:00,31989.4,2,10,14.1,99620,4,2011,5,2.4
24800.8,17-07-2019 00:00,21741.1,2,7,19.9,101410,5,2019,6.6,3
30275.9,17-07-2009 00:00,30301.9,2,7,16.7,100510,7,2009,0.9,5.6
34158.9,01-05-2016 00:00,33225.5,2,1,7.6,98470,6,2016,2.1,0.4
34906.1,12-12-2016 00:00,30992.7,2,12,6.7,102250,8,2016,0,0.8
24134,08-07-2011 00:00,28336.5,2,8,16.2,100260,4,2011,5,4
24579.5,20-06-2015 00:00,27211,2,6,16.7,102090,6,2015,0.1,2.6
21358.7,19-05-2018 00:00,30933.4,2,5,14.9,102370,1,2018,13.8,0
28430.5,06-11-2014 00:00,25255.8,2,6,16.6,102610,2,2014,9.8,0
26974.1,04-07-2018 00:00,27866.7,2,4,13.2,100540,6,2018,1,1.2
34754,19-03-2015 00:00,32240.8,2,3,6.6,103300,8,2015,0,0
21585,27-07-2020 00:00,21492.7,2,7,18.6,100810,7,2020,3.3,2.4
29638.1,26-10-2017 00:00,28662.9,2,10,12.1,102490,7,2017,0,0.4
25028.8,31-08-2013 00:00,26826,2,8,17.6,102560,1,2013,10.8,0
28497.3,23-12-2020 00:00,26560.6,2,12,12,100550,7,2020,0,1.8
27555.3,30-03-2017 00:00,26824.2,2,3,16.6,101840,4,2017,4.9,0.2
38864.5,25-02-2013 00:00,35780.2,2,2,2.6,102740,8,2013,0,0.4
30197.7,30-10-2017 00:00,29979.6,2,10,8,103080,2,2017,7.7,0
31506.1,05-07-2009 00:00,32765.5,2,5,12.8,101320,6,2009,0.4,0.2
32648.2,30-12-2011 00:00,33512.1,2,12,8.2,101700,6,2011,0,5.2
26547.7,13-06-2019 00:00,25794.2,2,6,13.8,100580,8,2019,0,4.8
29147.2,04-03-2018 00:00,28696.8,2,4,11.2,99430,7,2018,0.4,0.4
31350.6,15-01-2017 00:00,33092,2,1,5,102280,7,2017,0,5.8
21148.6,07-10-2016 00:00,23849.5,2,7,20.3,100880,6,2016,5.3,0.2
28361.9,04-09-2012 00:00,32692.7,2,4,9.9,99660,8,2012,0,4
27870.8,27-10-2017 00:00,28581.9,2,10,11.8,103270,2,2017,8.2,0
35513.4,30-11-2011 00:00,33798.3,2,11,9.2,101920,4,2011,3.7,1.2
25664.9,22-02-2020 00:00,27260.8,2,2,11.7,101830,7,2020,0,0.4
28374.9,08-08-2013 00:00,25675.4,2,8,18.9,101930,1,2013,9.5,0.6
36629.2,20-02-2009 00:00,36419.5,2,2,7.7,103150,6,2009,4.3,0
30423.1,30-03-2016 00:00,29733.9,2,3,8.8,100820,4,2016,8.8,0
30273.8,10-09-2014 00:00,28809,2,10,14.7,99900,2,2014,4.9,3
26734.5,08-10-2015 00:00,25948,2,8,19.9,101730,7,2015,0.9,0
34381.5,23-11-2016 00:00,31104.6,2,11,7.2,101710,8,2016,0.1,0
31717.4,18-05-2010 00:00,30055.5,2,5,12.8,102850,3,2010,6,0
27070.4,22-12-2018 00:00,28347,2,12,10.4,101540,4,2018,1.5,3.8
30046.2,10-10-2014 00:00,29170,2,10,13.9,100960,2,2014,5.5,3.4
26995.1,05-02-2010 00:00,33805.5,2,5,8.9,101180,8,2010,0,4
28584.8,15-07-2014 00:00,23821.2,2,7,22.2,101810,4,2014,7.7,0
28953.2,08-02-2012 00:00,26772.4,2,8,18.9,101040,6,2012,6.6,0
32544.2,14-10-2013 00:00,31442.4,2,10,10.3,100740,7,2013,0.2,2.4
26076.8,07-04-2017 00:00,22369.8,2,7,19,101990,3,2017,9.1,0
26490.9,08-02-2016 00:00,26324.8,2,8,18,101000,8,2016,0,0.2
31289.9,04-10-2014 00:00,29359.1,2,4,11.6,102250,4,2014,8.2,0
23476.4,17-09-2020 00:00,22574.7,2,9,17.7,102830,1,2020,7.5,0
24687.9,08-07-2017 00:00,25869.5,2,8,17.1,101730,7,2017,0.7,0.2
29438.9,13-05-2013 00:00,28838.3,2,5,13.2,101170,5,2013,6.3,0
31849.9,14-10-2014 00:00,30145.1,2,10,13.1,100450,8,2014,0,1
38912,22-01-2010 00:00,37272.2,2,1,5.7,101700,8,2010,0,5.2
28893.3,17-10-2010 00:00,33392,2,10,9.3,102590,3,2010,4.4,0
36503.3,02-09-2015 00:00,33917,2,2,5,103460,4,2015,4.5,0
33051,19-12-2014 00:00,31730.2,2,12,9.9,101540,4,2014,4.3,0
31010.7,03-02-2017 00:00,30461.7,2,3,8.3,100830,3,2017,6.9,1
26133,21-08-2017 00:00,26265.6,2,8,16.6,102130,8,2017,0,0
37795.2,02-05-2010 00:00,36096.6,2,2,9.1,100020,4,2010,3.5,0.4
27592.4,15-10-2020 00:00,25902.8,2,10,10.6,102430,4,2020,2.7,1
