daily_demand,date_format,Month,cloud_cover,Year,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure
continuous,time,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,,,,,,,,,,
24256.9,14-10-2017 00:00,10,6,2017,0.3,40,20.2,17.9,15.7,0,102380
23629.3,15-10-2017 00:00,10,2,2017,3.5,79,22.4,15.3,10.4,0,101820
27151.5,16-10-2017 00:00,10,5,2017,2.5,68,15,17,11.6,0,101600
27522.1,17-10-2017 00:00,10,4,2017,1.6,57,15.6,12.8,10.7,0.2,101880
29915.2,18-10-2017 00:00,10,8,2017,0,29,17.1,13.4,11.2,1.2,101180
29600.7,19-10-2017 00:00,10,8,2017,0,29,16.2,14.5,11.9,2.4,100380
27816.5,20-10-2017 00:00,10,7,2017,2.3,62,16.3,14.1,12,2.2,100400
23577.5,21-10-2017 00:00,10,7,2017,4.8,83,14.2,14.2,12,0.4,100230
23161.6,22-10-2017 00:00,10,6,2017,4.5,79,17,11.7,9.2,0,101300
29219.6,23-10-2017 00:00,10,8,2017,0,27,19.4,13.4,9.8,0.2,101770
28454.2,24-10-2017 00:00,10,8,2017,0.2,32,18.8,16.1,12.9,0.2,101800
27750.8,25-10-2017 00:00,10,6,2017,5.6,84,16,16.6,14.3,0,102040
29638.1,26-10-2017 00:00,10,7,2017,0,25,15.3,12.1,8.2,0.4,102490
27870.8,27-10-2017 00:00,10,2,2017,8.2,99,16.6,11.8,8.3,0,103270
23942,28-10-2017 00:00,10,2,2017,3,61,13.9,10.8,5.1,0,102630
24149.6,29-10-2017 00:00,10,5,2017,2.8,58,12.9,11.3,8.7,0,102320
30197.7,30-10-2017 00:00,10,2,2017,7.7,92,13.6,8,3.1,0,103080
30279.8,31-10-2017 00:00,10,6,2017,0.4,32,16,9.4,5.2,0,102620
30210.3,11-01-2017 00:00,11,5,2017,1.5,44,12.4,11.7,7.4,0.2,101930
31106.7,11-02-2017 00:00,11,5,2017,0.4,31,14.6,7.5,2.6,0,101600
30444.9,11-03-2017 00:00,11,4,2017,3.9,62,13.5,10.2,5.9,4.2,101360
26876,11-04-2017 00:00,11,7,2017,0.5,31,10.9,10.7,7.9,0.8,100500
26208.7,11-05-2017 00:00,11,2,2017,4.9,67,12.1,6.8,2.8,0,101480
31573.8,11-07-2017 00:00,11,8,2017,0,21,9.9,8.1,3.8,5.4,101790
32147.2,11-08-2017 00:00,11,5,2017,0.3,27,14.1,7.6,5.3,0,102260
31873.7,11-09-2017 00:00,11,7,2017,1,34,13.3,7.6,1.1,0,102370
29606.3,11-10-2017 00:00,11,6,2017,3.4,53,10.2,10.4,7.5,7.6,102000
28775.1,11-11-2017 00:00,11,8,2017,0.5,28,8.7,8.5,6.8,3,101200
26698.2,11-12-2017 00:00,11,6,2017,3.3,51,9.1,7.5,6.3,0,101250
33170.9,13-11-2017 00:00,11,4,2017,3.3,50,11.5,5.3,1.5,0.2,102570
32958.2,14-11-2017 00:00,11,8,2017,0,18,11.9,7.7,3.8,0.4,102400
32817.1,15-11-2017 00:00,11,8,2017,0,18,14.8,10.4,9,0,102420
31469.1,16-11-2017 00:00,11,7,2017,1.6,36,10.8,12.2,9.5,0.2,102350
31959.7,17-11-2017 00:00,11,3,2017,5.8,61,9.1,5.7,0.6,0,102920
29026.2,18-11-2017 00:00,11,7,2017,0,17,10.5,5.7,2.2,4,102310
28953.2,19-11-2017 00:00,11,4,2017,3.5,47,12.7,6.8,3,1.2,102350
31751.4,20-11-2017 00:00,11,8,2017,0,17,14.2,8.4,4.1,0.8,101590
31212.3,21-11-2017 00:00,11,8,2017,0.1,19,15.9,12.3,10.4,0,101000
29762.5,22-11-2017 00:00,11,7,2017,0.1,19,12,14.1,12.2,2.8,99790
30135.8,23-11-2017 00:00,11,6,2017,5.4,55,7.6,10.2,8.3,0,99750
32317.3,24-11-2017 00:00,11,6,2017,0.3,21,7.8,6.5,5.5,0,101060
29694.2,25-11-2017 00:00,11,3,2017,6.1,57,10.1,3.2,-1.3,0.2,101650
29169.5,26-11-2017 00:00,11,2,2017,5.3,52,10.2,5.5,1,2.4,102390
32555.6,27-11-2017 00:00,11,7,2017,0.2,19,7.2,6.5,2.9,0.6,101370
33693.7,28-11-2017 00:00,11,4,2017,4.1,45,6.2,4.8,2.5,0,100880
34174.1,29-11-2017 00:00,11,5,2017,0.1,17,4.3,4,1.8,0,101070
34515.2,30-11-2017 00:00,11,4,2017,4.2,45,7.2,1.9,-0.4,0,101240
34465.3,12-01-2017 00:00,12,6,2017,3.5,39,7.5,4,0.8,0,102090
31985.9,12-02-2017 00:00,12,8,2017,0,13,10.4,5,2.5,0.4,102710
30094.8,12-03-2017 00:00,12,8,2017,0,13,10,6.7,3,0.2,102700
33834,12-04-2017 00:00,12,7,2017,0,13,9.4,7,4,0,103330
33852,12-05-2017 00:00,12,8,2017,0,13,11.6,8.1,6.8,0,103540
32365,12-06-2017 00:00,12,8,2017,0,13,12.5,9.7,7.7,0.2,102730
31625,12-07-2017 00:00,12,5,2017,0.9,22,4.6,10.8,9,2.8,101050
32801.7,16-12-2017 00:00,12,3,2017,2.2,29,9.5,3,0,0.2,101780
32188,17-12-2017 00:00,12,6,2017,0,12,7.9,4.1,-1.3,3.2,102280
34255.4,20-12-2017 00:00,12,8,2017,0,12,12,6,0.9,0,103520
33084.1,21-12-2017 00:00,12,8,2017,0,12,11.8,10.2,8.3,0.2,103550
31026.3,22-12-2017 00:00,12,8,2017,0,12,9.8,10.3,8.9,0,103580
27609.2,23-12-2017 00:00,12,8,2017,0,12,10.7,9.1,8.3,0,103370
25695.5,24-12-2017 00:00,12,8,2017,0,12,11,9.3,8,0.2,102470
23755.5,25-12-2017 00:00,12,8,2017,0,12,8,9.8,8.6,5.4,100760
27518.8,30-12-2017 00:00,12,8,2017,0.5,18,11.6,9.7,5,4.6,99660
25682.3,31-12-2017 00:00,12,7,2017,0,13,8,10.3,9,2.2,99490
26426.2,01-01-2018 00:00,1,6,2018,0.2,16,12.3,6.7,5.4,0,99930
31515.6,01-03-2018 00:00,1,6,2018,1.3,25,12.9,8.2,5.7,8.2,99630
32892.6,01-04-2018 00:00,1,6,2018,0.1,15,9.1,9.5,6.1,2,99470
33564.1,01-05-2018 00:00,1,6,2018,2.3,31,5.8,7.2,5.3,0.2,99470
30697.7,01-06-2018 00:00,1,6,2018,0.9,23,6.2,3.4,0.9,0,100980
35388.8,01-08-2018 00:00,1,8,2018,0,13,8.8,3.5,1.9,0,102130
35955.6,01-09-2018 00:00,1,8,2018,0,14,10.4,6.3,3.9,0.4,100780
34583.3,01-10-2018 00:00,1,6,2018,2.5,34,7.5,7.5,4.5,0,100480
35088.9,01-11-2018 00:00,1,8,2018,0,14,7.3,5,2.6,0.2,101800
34518.6,01-12-2018 00:00,1,8,2018,0,14,8.4,6.6,5.9,0.2,102570
30777.2,13-01-2018 00:00,1,8,2018,0.5,21,9,6.8,5.3,0,102010
30559.6,14-01-2018 00:00,1,8,2018,0,14,11.4,6.5,4.1,2.8,101810
32466.5,15-01-2018 00:00,1,6,2018,0.8,24,8.3,7.8,4.3,2.4,99900
33119.9,16-01-2018 00:00,1,5,2018,4,45,11.7,6.7,5.1,0,99520
33563.2,17-01-2018 00:00,1,3,2018,5.3,52,9.5,6.8,2,0.4,100350
33682.2,18-01-2018 00:00,1,4,2018,3.8,45,6.8,6.8,4,0,100020
32399.3,20-01-2018 00:00,1,8,2018,0,16,10.8,3.1,1.5,4,100360
33183.8,22-01-2018 00:00,1,8,2018,0.7,25,13.3,6,1.2,0.2,101220
32082.7,23-01-2018 00:00,1,8,2018,0,17,13.3,10.2,7.2,0.2,101560
31928,24-01-2018 00:00,1,8,2018,0,17,10.9,11.3,9.3,7,100740
32576,25-01-2018 00:00,1,2,2018,5.1,57,8.7,8.6,6.3,0,100800
33764.6,26-01-2018 00:00,1,6,2018,1.9,37,11.5,5.2,1.7,0,101890
29577.7,27-01-2018 00:00,1,7,2018,0,18,13.4,7.2,3,0.8,102620
27291.4,28-01-2018 00:00,1,6,2018,0.4,25,13.5,9.4,5.5,0,103030
31547,29-01-2018 00:00,1,6,2018,0.8,29,10.3,11.8,10.2,0.4,102790
32153.5,31-01-2018 00:00,1,5,2018,1.9,40,7.5,5,1.1,2.4,100550
32586.6,02-01-2018 00:00,2,6,2018,3.5,52,8,4.9,2.3,0,100220
33022.3,02-02-2018 00:00,2,6,2018,2.3,44,4.1,5.8,3.7,0.4,101090
31680.1,02-03-2018 00:00,2,8,2018,0,20,5.7,3.8,3.4,5.4,100810
30247.7,02-04-2018 00:00,2,6,2018,1.1,35,4.9,4,2.2,0,102410
35377.2,02-05-2018 00:00,2,6,2018,2.3,47,3.9,2.8,0.6,0,102630
35870,02-06-2018 00:00,2,6,2018,3.5,56,6.2,2.5,1.2,0,101830
35199.9,02-07-2018 00:00,2,6,2018,4.6,65,7.7,3,-0.3,0,102040
33178.6,02-09-2018 00:00,2,6,2018,1.1,38,10,3,0,0,101060
30784.6,02-10-2018 00:00,2,6,2018,0,23,7.6,4.1,-1.8,3.4,101130
27962.9,02-11-2018 00:00,2,2,2018,5.8,77,7.5,4.8,2.1,0,100400
34196.7,13-02-2018 00:00,2,7,2018,0,24,8.3,3.8,1.6,2.4,100250
34775.6,14-02-2018 00:00,2,7,2018,0.5,34,10.2,3.4,-1.6,5,100490
31891.3,15-02-2018 00:00,2,2,2018,5.2,78,10.5,5.9,1.6,0,100800
32309,16-02-2018 00:00,2,2,2018,7.5,95,10.9,5.2,-0.1,0,102410
29574.2,17-02-2018 00:00,2,5,2018,7.3,95,10.6,6.3,1.7,0,102240
29662.3,18-02-2018 00:00,2,6,2018,1.3,47,11.4,6,1.5,1,102190
33513.8,19-02-2018 00:00,2,8,2018,0,27,9.8,8.4,5.4,1.4,101720
31629.2,20-02-2018 00:00,2,8,2018,0.8,42,7,8.6,7.3,0.6,102050
33557.9,21-02-2018 00:00,2,7,2018,1.7,53,5.8,4.7,2.4,0,102690
33965.9,22-02-2018 00:00,2,4,2018,3.6,73,4.7,3.7,1.6,0,102420
33580.4,23-02-2018 00:00,2,6,2018,0.4,38,6.5,1.9,-0.8,0,102140
32043.4,03-04-2018 00:00,3,7,2018,0.6,52,10.7,5.8,1.6,0.2,98980
34584.8,03-05-2018 00:00,3,6,2018,1.4,65,10.3,7.3,3.9,1.2,98840
34004.1,03-06-2018 00:00,3,7,2018,1.2,63,11.2,7.7,5.1,3.8,98810
33278.4,03-07-2018 00:00,3,5,2018,4.4,104,11,7.9,4.6,1.6,99430
32606.2,03-08-2018 00:00,3,5,2018,6.7,129,11.3,7.5,4.1,0,99660
33372.4,03-09-2018 00:00,3,7,2018,0,39,14.2,5.9,0.5,6.4,100130
28748.3,03-10-2018 00:00,3,7,2018,0.1,45,12.8,9.8,5.5,0.2,99480
27930.8,03-11-2018 00:00,3,8,2018,1.3,69,10.8,9.2,5.6,5.4,99090
32653.1,03-12-2018 00:00,3,8,2018,0,41,11.4,9.4,8,5,98880
32346.9,13-03-2018 00:00,3,5,2018,4.1,108,13.6,8.2,5,0,100690
31453.1,15-03-2018 00:00,3,7,2018,2.7,93,13.8,10.7,7.7,0.2,98940
33841.6,19-03-2018 00:00,3,5,2018,5.4,132,8.8,1.9,-1.5,0.4,101560
34331,20-03-2018 00:00,3,6,2018,3.4,109,11.2,4.5,0.3,0,102830
31901.9,22-03-2018 00:00,3,7,2018,4.2,122,13.6,8.2,4.4,0,101960
29995.2,23-03-2018 00:00,3,7,2018,3.1,108,9.8,9.9,6.2,2.4,100130
29409.3,24-03-2018 00:00,3,8,2018,0,49,12.3,8.2,6.5,0,100070
26758.4,25-03-2018 00:00,3,7,2018,0,49,13.2,9.8,7.2,0,101080
30162,26-03-2018 00:00,3,6,2018,6.1,150,15.4,9.1,5,4.6,101720
30846.4,27-03-2018 00:00,3,7,2018,1.7,91,9.6,10.3,5.2,5.8,100750
31846.1,28-03-2018 00:00,3,7,2018,1.6,90,9.1,7.2,4.8,6.2,100410
27616.1,31-03-2018 00:00,3,8,2018,1.1,84,9.6,6.7,3.7,1.8,99760
26963.1,04-01-2018 00:00,4,8,2018,0,54,12.2,7,4.3,12.2,101100
27886.1,04-02-2018 00:00,4,8,2018,0.1,60,13.7,8,3.7,4.2,99920
29147.2,04-03-2018 00:00,4,7,2018,0.4,70,12,11.2,8.7,0.4,99430
29842.5,04-04-2018 00:00,4,7,2018,1.1,87,10.8,9.4,6.8,0.2,99430
28253.7,04-05-2018 00:00,4,4,2018,9,200,16.9,7.7,4.5,0,101030
27487.9,04-06-2018 00:00,4,2,2018,8.5,196,17.9,10.4,4,0,101080
26974.1,04-07-2018 00:00,4,6,2018,1,88,11.3,13.2,8.4,1.2,100540
26571,04-08-2018 00:00,4,8,2018,0,58,9.7,10.2,9.1,9.4,100810
30434.6,04-09-2018 00:00,4,8,2018,0,59,14.4,8.9,8.2,9.4,100660
30736.9,04-10-2018 00:00,4,8,2018,0.3,72,10.3,11.3,8.3,5.8,100190
30786.1,04-11-2018 00:00,4,8,2018,0,60,10.2,8.8,7.2,0.4,100690
31316,04-12-2018 00:00,4,8,2018,0,61,13.1,8.5,6.8,0.2,100400
31074.1,13-04-2018 00:00,4,8,2018,0,61,19.3,9.8,6.4,0,100780
25268.7,14-04-2018 00:00,4,4,2018,8.6,209,15.2,13.7,8,0,101590
25244.6,15-04-2018 00:00,4,7,2018,0.7,87,15.9,11.9,8.7,0.6,100960
27083.1,16-04-2018 00:00,4,5,2018,6.3,182,19,11.9,8,0,101380
27132.6,17-04-2018 00:00,4,7,2018,2.3,122,24.6,14.5,10,0,102010
21267.1,22-04-2018 00:00,4,3,2018,8.7,222,16.7,17.8,12,0,101060
24969,23-04-2018 00:00,4,4,2018,4.6,166,17.3,12.2,7.7,0,101590
27591.8,24-04-2018 00:00,4,8,2018,0,67,15.8,14.3,11.3,0.2,101310
25716.8,25-04-2018 00:00,4,4,2018,8.3,220,16.1,11.8,7.8,0.4,101200
25473.3,26-04-2018 00:00,4,3,2018,8.9,229,12.4,11.3,6.6,2.4,101570
29126.9,27-04-2018 00:00,4,7,2018,0,69,9.1,9.7,7,3.8,100760
26207.9,28-04-2018 00:00,4,8,2018,0,69,8,8.4,7.8,0.2,100970
25240.1,29-04-2018 00:00,4,8,2018,0,70,10.6,7.3,6.7,2.2,101090
27932.4,30-04-2018 00:00,4,8,2018,0,70,14.8,8,5.4,1.2,100650
27026.8,05-01-2018 00:00,5,4,2018,7.9,222,15,8.6,2.3,1,100960
27171,05-02-2018 00:00,5,5,2018,4,165,18.1,11.9,8.9,3.8,100660
27112.5,05-03-2018 00:00,5,3,2018,10.5,259,20,10.8,3.6,0,101890
26694.6,05-04-2018 00:00,5,4,2018,8.4,232,22.8,14.1,8.1,0,102340
24996.3,05-08-2018 00:00,5,2,2018,11.4,276,20.8,19.1,11.8,0,101010
25474.1,05-09-2018 00:00,5,3,2018,10.1,260,18,14.8,8.7,1.4,100910
24688.7,05-10-2018 00:00,5,5,2018,9.4,252,18,13.9,9.9,0,101490
24572,05-11-2018 00:00,5,4,2018,5.8,201,15,12.2,6.3,0,101550
23602.5,05-12-2018 00:00,5,7,2018,0.5,98,18.6,12.7,10.3,9.2,101270
21743.6,13-05-2018 00:00,5,5,2018,5.7,201,21,13.5,8.4,0,101510
24143.9,14-05-2018 00:00,5,1,2018,11.1,278,23.2,14.8,8.5,0,102010
25467.3,16-05-2018 00:00,5,6,2018,2.1,139,18,13.8,11.7,0,102510
24693.1,21-05-2018 00:00,5,4,2018,6.7,222,23.5,15.9,9.1,0,101620
25677.3,24-05-2018 00:00,5,7,2018,1.1,120,18.8,14.9,10.5,1,102010
25966.2,25-05-2018 00:00,5,7,2018,1.1,120,26.6,15.2,11.5,0,101820
20108.6,27-05-2018 00:00,5,4,2018,8.4,250,24.8,21.3,15.2,0,101560
21304,28-05-2018 00:00,5,4,2018,6.8,227,17.9,20.2,15.6,0,101820
24722.3,29-05-2018 00:00,5,7,2018,0,81,19.4,15.9,13.9,10.6,101630
26349,30-05-2018 00:00,5,7,2018,0,82,23.5,16.3,13.2,0,101340
26086.7,31-05-2018 00:00,5,6,2018,1.8,139,24,18.7,13.9,0,101490
25465.1,06-01-2018 00:00,6,7,2018,3,165,24.4,19.9,15.8,0,101760
22359.8,06-02-2018 00:00,6,4,2018,6.4,224,27,19.6,14.9,0,101830
21018.1,06-03-2018 00:00,6,2,2018,9,263,19.8,20.1,13.3,0,101810
25490.4,06-04-2018 00:00,6,6,2018,0.3,97,18.8,17.4,15.1,0,101660
25450.8,06-05-2018 00:00,6,6,2018,5.4,209,23,15.4,12.1,0,101690
24424,06-06-2018 00:00,6,2,2018,11.6,299,21.4,16,9,0,101560
25271.1,06-07-2018 00:00,6,8,2018,0.4,102,23,17.1,12.9,0,101640
25278.6,06-08-2018 00:00,6,6,2018,6.3,225,21.9,18.5,14,0,101700
21499.5,06-09-2018 00:00,6,7,2018,3.9,184,24,17.5,13.1,0,101600
20940,06-10-2018 00:00,6,5,2018,9,265,25.4,19,14,0,101470
23972.9,06-11-2018 00:00,6,3,2018,12.1,37,18.6,18.9,12.3,0,101390
25297.1,06-12-2018 00:00,6,4,2018,3.3,174,23.3,15.7,12.8,0,101690
24519.6,13-06-2018 00:00,6,3,2018,6.9,235,23.9,16.4,9.4,0,101810
23381.3,14-06-2018 00:00,6,6,2018,5.9,219,23.4,19.2,14.5,0,101220
24263.6,15-06-2018 00:00,6,4,2018,9.2,269,20.5,17.4,11.5,0,101630
21794.3,16-06-2018 00:00,6,7,2018,2.6,160,20.1,17.2,13.9,0.2,101440
21338.4,17-06-2018 00:00,6,7,2018,1.2,127,26.6,16.6,13.1,0.2,101630
23926.1,18-06-2018 00:00,6,6,2018,7.5,244,24.8,20.6,14.6,0,101880
25536.9,19-06-2018 00:00,6,7,2018,2.1,149,26.1,21,17.2,0,102250
24731.3,20-06-2018 00:00,6,5,2018,4.2,191,20.6,20.4,14.7,0,102040
23181.8,21-06-2018 00:00,6,2,2018,12.1,40,22.9,15.7,10.7,0,102570
24606.1,28-06-2018 00:00,6,3,2018,7.3,241,28.8,20.5,12.7,0,102450
25299.6,07-04-2018 00:00,7,5,2018,7.9,248,30.1,20.4,13.9,0,101520
24947,07-10-2018 00:00,7,4,2018,9.9,274,24.4,19.1,15.4,0,102390
25580.2,07-11-2018 00:00,7,4,2018,8.1,248,25.1,19.1,13.9,0,102180
25798.5,07-12-2018 00:00,7,5,2018,3.8,179,27.5,19.4,13.7,0,102150
25366.8,13-07-2018 00:00,7,6,2018,5.9,214,28.9,21.6,15.7,0,102180
25737.3,17-07-2018 00:00,7,4,2018,8.5,251,26.5,19.4,13.8,0,101580
25923.2,18-07-2018 00:00,7,6,2018,6.3,218,29,20.8,15.1,0,101820
25459.7,19-07-2018 00:00,7,4,2018,7.3,232,25.2,21.6,14.2,0,101810
19693.9,28-07-2018 00:00,7,5,2018,7.9,235,20.8,19.6,16.2,5,100650
20593.1,29-07-2018 00:00,7,8,2018,0,73,24.2,18.2,15.6,1.2,100590
24430.6,30-07-2018 00:00,7,7,2018,3.5,165,25.5,20.1,16.1,5.4,101070
23635.9,31-07-2018 00:00,7,4,2018,9.9,259,26.5,20.7,15.9,0,101610
24518.1,08-08-2018 00:00,8,6,2018,8.9,238,18.4,19.9,14.4,0.4,101090
25106.2,08-09-2018 00:00,8,7,2018,0.2,81,21,17.1,15.7,8,101380
24036,08-10-2018 00:00,8,4,2018,5.2,184,22.5,15.9,10.8,2.4,101790
21488.8,08-11-2018 00:00,8,4,2018,6.7,205,22.4,15.9,9.3,0.6,102150
21890.6,08-12-2018 00:00,8,8,2018,0,67,25.2,19.4,16.3,1.6,101070
25026.2,13-08-2018 00:00,8,7,2018,2.3,132,26.6,20.2,15.2,0,100740
25254.3,14-08-2018 00:00,8,4,2018,3.8,158,25.7,19.9,13.1,0,101600
24345.9,15-08-2018 00:00,8,6,2018,1.6,116,21.4,20.6,15.6,2.2,101720
23291.4,17-08-2018 00:00,8,3,2018,8.6,223,22.5,17.1,10.6,0,101950
21282.9,18-08-2018 00:00,8,7,2018,0.2,76,28.3,18.9,15.3,0,102080
21145.5,19-08-2018 00:00,8,6,2018,5.5,179,26.2,22.9,17.5,0,101860
25862.7,21-08-2018 00:00,8,4,2018,8.7,219,24.1,22.6,18,0,101900
25738,22-08-2018 00:00,8,6,2018,0.6,87,22.9,19.7,15.3,1,101700
25071.8,23-08-2018 00:00,8,6,2018,3.7,148,21,20.1,17.3,0.2,101290
23175.4,24-08-2018 00:00,8,4,2018,6.3,184,20,15.8,10.7,5.4,101350
20763.4,25-08-2018 00:00,8,2,2018,8.5,211,18.4,14.1,8.2,0,101490
21797.5,26-08-2018 00:00,8,8,2018,0,60,19.7,14.6,10.8,11,100950
21346.8,27-08-2018 00:00,8,6,2018,1.9,113,21.1,16.4,13.1,0,101200
25739.7,28-08-2018 00:00,8,8,2018,2.1,116,20.1,18.4,15.6,7.6,101710
25696.1,29-08-2018 00:00,8,7,2018,1.7,107,21,16.8,13.4,0,101600
25296.8,30-08-2018 00:00,8,5,2018,8.4,202,22.5,15.7,10.4,0,102310
24335.3,31-08-2018 00:00,8,4,2018,6.2,174,24.5,16.9,11.2,0,102340
25557.9,09-03-2018 00:00,9,2,2018,8.3,187,20.7,18.2,11.9,0,102060
26293.1,09-04-2018 00:00,9,6,2018,2.9,118,22.6,16.6,12.5,0,102100
25964.9,09-05-2018 00:00,9,6,2018,6.1,159,22.6,18.2,13.8,0,102070
26367.1,09-06-2018 00:00,9,5,2018,6.4,161,20.4,16.9,11.2,0.2,101640
24385.8,09-07-2018 00:00,9,2,2018,10.8,207,21,14.3,8.3,0,101620
22960.2,09-08-2018 00:00,9,7,2018,0.9,79,24.7,14.9,8.9,0,101800
21110.1,09-09-2018 00:00,9,7,2018,4.1,129,22.7,19.6,14.4,0,101790
25075.1,09-10-2018 00:00,9,4,2018,7.8,171,25.2,18.1,13.4,0,102100
26146.3,09-11-2018 00:00,9,6,2018,1.3,85,15.6,20.8,16.4,3.2,101910
26529.5,09-12-2018 00:00,9,7,2018,0.1,56,20.9,13.8,11.9,0,102290
25542.6,13-09-2018 00:00,9,1,2018,10.4,192,18.6,14.3,7.7,0,102300
25287.4,14-09-2018 00:00,9,6,2018,2.5,101,22.1,14.4,10.3,0,102100
22674.9,15-09-2018 00:00,9,4,2018,6.9,154,24.2,16.2,10.4,0,102320
21712.5,16-09-2018 00:00,9,5,2018,6.4,147,25.3,17.9,11.7,0,101860
25492.2,17-09-2018 00:00,9,3,2018,9.5,176,23.5,21.3,17.3,0,101370
24707.6,18-09-2018 00:00,9,6,2018,4.1,118,23.7,20,16.5,0.2,100890
24814.6,19-09-2018 00:00,9,7,2018,4.1,117,21.9,20.2,16.7,0,101240
26677.6,20-09-2018 00:00,9,8,2018,0.5,61,17.7,18.9,16,4.6,100910
23790.1,21-09-2018 00:00,9,4,2018,8.9,164,13.3,14.2,10.6,0.6,100860
23593.9,23-09-2018 00:00,9,5,2018,3.8,108,16.2,11.9,9,2.4,101960
25865.7,27-09-2018 00:00,9,1,2018,11,171,17.5,15.9,8.5,0,102650
25802.1,28-09-2018 00:00,9,3,2018,7.5,139,18.3,14.8,12,0,103000
22847.8,29-09-2018 00:00,9,0,2018,10.1,160,15.4,11.8,5.3,0,102800
23337.6,30-09-2018 00:00,9,4,2018,3.2,93,16.7,10.5,5.6,0,102040
26668.1,10-01-2018 00:00,10,4,2018,7.4,133,20.2,11.8,6.9,0,102550
26020.6,10-02-2018 00:00,10,6,2018,2.4,81,19.5,15.2,10.2,0,102100
27587.2,10-03-2018 00:00,10,4,2018,5.2,110,18.3,15.6,11.6,0,102670
27562.5,10-04-2018 00:00,10,7,2018,0.4,49,21.6,14.6,10.9,0,102450
27336.4,10-05-2018 00:00,10,7,2018,3.1,86,10.3,17,12.4,0,101540
24945,10-06-2018 00:00,10,7,2018,0,36,14.6,10.3,10.3,10.4,101180
23846.1,10-07-2018 00:00,10,1,2018,7.9,128,17.3,10.1,5.6,0,102240
27083.4,10-08-2018 00:00,10,4,2018,1.6,65,21.1,12,6.7,0,102110
25928,10-09-2018 00:00,10,1,2018,10,141,24.1,15.2,9.3,0,101840
26589.9,10-10-2018 00:00,10,1,2018,9.6,136,21.4,16.8,9.5,0,101200
26737.5,10-11-2018 00:00,10,7,2018,1.7,63,21.5,18.1,14.9,3,100450
25988.2,10-12-2018 00:00,10,7,2018,2,66,23.7,17.5,13.5,0.8,100960
28769.8,15-10-2018 00:00,10,8,2018,0,31,20.4,12.9,9.8,0.2,101110
28562.3,16-10-2018 00:00,10,7,2018,4,82,16,16.4,12.4,1.4,101580
28700.4,17-10-2018 00:00,10,8,2018,0,30,16.8,13.7,11.3,0.4,101980
28108.5,18-10-2018 00:00,10,4,2018,5.3,91,17,13.1,9.3,0,102650
27546.9,19-10-2018 00:00,10,1,2018,8.5,113,18.6,11.1,5.1,0,102700
24379.7,20-10-2018 00:00,10,4,2018,7.5,104,19.1,12.3,6.1,0,103080
23455,21-10-2018 00:00,10,2,2018,8.7,111,13.7,13.7,8.2,0,102830
26918.1,22-10-2018 00:00,10,1,2018,9.1,112,16,10.2,6.8,0,103630
27133.9,23-10-2018 00:00,10,2,2018,3.3,68,17.9,10.9,5.8,0,103120
27495.6,24-10-2018 00:00,10,2,2018,5.2,82,15,13.7,9.5,0,102840
28709,25-10-2018 00:00,10,5,2018,5.9,86,11.4,10.2,5.3,1,102190
27616.1,26-10-2018 00:00,10,5,2018,3.2,64,7,10.2,9,0.2,101220
26405.2,27-10-2018 00:00,10,4,2018,3.8,68,10.7,4.7,2.3,0.6,101440
25969.7,28-10-2018 00:00,10,3,2018,3.7,67,9.5,7.3,4,0.2,101800
30954.9,29-10-2018 00:00,10,2,2018,7.2,90,9.1,5.7,1.9,0,100760
31876.1,30-10-2018 00:00,10,7,2018,0,24,14,6.7,4.2,0,99730
31359.5,31-10-2018 00:00,10,4,2018,5.9,79,11.5,6.7,-0.7,4.2,100660
31185,11-01-2018 00:00,11,7,2018,0,23,11.7,8.3,5.2,4,100630
26105,11-03-2018 00:00,11,3,2018,5.5,73,13.6,8.7,2.7,0,102280
26674.1,11-04-2018 00:00,11,7,2018,0.5,31,16.3,10.8,7.9,0,101060
30390.4,11-05-2018 00:00,11,6,2018,1.4,40,15.6,12.1,7.8,0,100390
29856.8,11-06-2018 00:00,11,7,2018,0.3,27,14.7,12,8.4,7,99930
29579.3,11-07-2018 00:00,11,7,2018,0.9,34,14.4,12.9,11.2,2.8,99770
29837.3,11-08-2018 00:00,11,1,2018,6.5,74,14.1,9.3,4.3,0,101360
29601.8,11-09-2018 00:00,11,6,2018,1.1,35,15,9.9,5.7,8,100390
26104.3,11-11-2018 00:00,11,3,2018,5.5,65,14.8,10,5.8,0.6,99920
29267.1,11-12-2018 00:00,11,4,2018,4.3,57,14,11.9,9,0,100920
29295,13-11-2018 00:00,11,2,2018,5.7,64,14.8,10.9,7.9,0,102030
29443.9,14-11-2018 00:00,11,3,2018,6.6,68,14.8,12,9.2,0.2,102220
30547.7,15-11-2018 00:00,11,8,2018,0.1,21,11,12,9.2,0,102070
30724.9,16-11-2018 00:00,11,8,2018,0,18,12.3,10.8,10.7,0,102500
26914.9,17-11-2018 00:00,11,3,2018,6.1,63,11.7,9.4,6.5,0,102670
30863.1,19-11-2018 00:00,11,6,2018,1.7,35,5.5,7.3,5.7,2.8,102040
32837.8,20-11-2018 00:00,11,8,2018,0,17,8.4,5,4.6,9.6,100870
34133.6,21-11-2018 00:00,11,5,2018,3.2,44,6.6,4.3,0.2,0,101200
